ID	Label	Definition	Synonym	Subset	Xref_MESH	Xref_DOID	Xref_UMLS	Xref_CHEBI	Xref_GO	Xref_MONDO	Comment
ARDS_POI:01700	Lung Neoplasms		Lung cancer	POI_disease	D008175	DOID:1324	C0023109				source:kg_nodes
ARDS_POI:01708	Shock or respiratory failure			POI_population	D012128	DOID:11162	C0035229				source:kg_nodes
ARDS_POI:01709	Shock and respiratory failure			POI_population	D012128	DOID:11162	C0035229				source:kg_nodes
ARDS_POI:01714	Hypercapnic Respiratory Failure		Acute hypercapnic respiratory failure	POI_context	http://purl.bioontology.org/ontology/MESH/D012131	DOID:11162	C0235579				source:kg_nodes
ARDS_POI:01723	Nasal positive pressure ventilation with supplemental oxygen		Nasal positive-pressure ventilation plus oxygen	POI_intervention	D045405		C0199451				source:kg_nodes
ARDS_POI:01738	Acute Lung Injury incidence		Incidence of ALI	POI_outcome	D011656	DOID:11384	C0022660				source:kg_nodes
ARDS_POI:01745	Inspiratory pressure support		Inspiratory pressure augmentation during spontaneous breathing trials	POI_intervention	D045666		C0087153				source:kg_nodes
ARDS_POI:01806	28-day mortality		No survival benefit at 28 days	POI_outcome	D000066948		C4277695				source:kg_nodes
ARDS_POI:01822	vascular permeability		Pulmonary vascular permeability regulation	POI_mechanism	D014666		C0042394		GO:0010591		source:kg_nodes
ARDS_POI:01859	Hypercapnic respiratory failure		Improved hypercapnic respiratory failure	POI_outcome	D012131	DOID:11162	C0035229				source:kg_nodes
ARDS_POI:01861	Hypercapnic Respiratory Failure		Hypercapnic acute respiratory failure	POI_context	http://purl.bioontology.org/ontology/MESH/D012131	DOID:11162	C0020676				source:kg_nodes
ARDS_POI:01885	Acute Hypoxemic Respiratory Failure			POI_context	D012128	DOID:11162	C0035222				source:kg_nodes
ARDS_POI:01887	Mechanical ventilation duration		Reduced duration of invasive ventilation	POI_outcome	D012121		C0087153				source:kg_nodes
ARDS_POI:01902	Extubation		Predict weaning and extubation success	POI_outcome	D005112		C0542681				source:kg_nodes
ARDS_POI:01912	Mechanical Ventilation Duration		Ventilator days	POI_outcome	D014930		C0043299				source:kg_nodes
ARDS_POI:01918	Handgrip Strength			POI_outcome	D006162		C0018834				source:kg_nodes
ARDS_POI:01954	Critical Illness Polyneuropathy and Myopathy		Reduced incidence of critical illness polyneuropathy/myopathy	POI_outcome	D011467	DOID:0050464	C0751130				source:kg_nodes
ARDS_POI:01958	Weaning from mechanical ventilation		Improved ventilator liberation	POI_outcome	D015300		C0087144				source:kg_nodes
ARDS_POI:01960	Extubation		Identify high-risk extubation	POI_outcome	D03956		C0554642				source:kg_nodes
ARDS_POI:02006	Lung Recruitment		Lung recruitability	POI_context	D008168		C0024109				source:kg_nodes
ARDS_POI:02032	Pulmonary Vasodilation			POI_mechanism	D014474		C0034065		GO:0001976		source:kg_nodes
ARDS_POI:02035	severe acute respiratory syndrome critical illness		SARS critical illness	POI_intervention	D012128	DOID:2945	C0035222				source:kg_nodes
ARDS_POI:02055	Cardiogenic Pulmonary Edema			POI_context	D011654	DOID:6517	C0034073				source:kg_nodes
ARDS_POI:02073	Pathophysiology of Critical Illness		Underlying biological changes in critical illness	POI_mechanism	D016638		C0010338				source:kg_nodes
ARDS_POI:02076	Intraoperative lung protective ventilation		Intraoperative protective ventilation	POI_intervention	D056152		C1456820				source:kg_nodes
ARDS_POI:02083	Muscle weakness prevention		Neuromuscular weakness prevention	POI_mechanism	D009135		C0026826		GO:0051145		source:kg_nodes
ARDS_POI:02096	Weaning from mechanical ventilation		Reduced ventilatory support	POI_outcome	D014548		C0042571				source:kg_nodes
ARDS_POI:02132	Organ dysfunction		Nonpulmonary organ dysfunction	POI_outcome	D009102	DOID:0080316	C0752304				source:kg_nodes
ARDS_POI:02136	Pulmonary function testing		Correlation with spirometry and pneumotachography	POI_outcome	D013147		C0024119				source:kg_nodes
ARDS_POI:02143	Work of breathing		Reduced work of breathing	POI_outcome	D014947		C0043203				source:kg_nodes
ARDS_POI:02145	Work of breathing		Reduced resistive and elastic work	POI_outcome	D001452		C0043281				source:kg_nodes
ARDS_POI:02149	work of breathing		Decrease in work of breathing	POI_mechanism	D014947		C0043203				source:kg_nodes
ARDS_POI:02150	Mechanical Ventilation Dependence		Ventilator-dependent patients	POI_context	D012121		C0151786				source:kg_nodes
ARDS_POI:02152	Non-invasive ventilation with full-face mask		Full-face mask NIMV	POI_intervention	D063248		C3539048				source:kg_nodes
ARDS_POI:02153	Nasal mask non-invasive mechanical ventilation		Nasal mask NIMV	POI_intervention	D045422		C0559546				source:kg_nodes
ARDS_POI:02154	Nasal plugs for non-invasive mechanical ventilation		Nasal plugs NIMV	POI_intervention	D016571		C0027549				source:kg_nodes
ARDS_POI:02157	Hypercapnic Respiratory Failure		Chronic hypercapnic respiratory failure	POI_context	D006386	DOID:11162	C0019205				source:kg_nodes
ARDS_POI:02166	Organ Dysfunction			POI_mechanism	D009422	DOID:0050486	C0028960				source:kg_nodes
ARDS_POI:02169	Extubation		Scheduled extubation	POI_intervention	D005121		C0559633				source:kg_nodes
ARDS_POI:02172	Extubation		Postoperative extubation context	POI_context	D005112		C0559633				source:kg_nodes
ARDS_POI:02179	Weaning		Increased weaning rate	POI_outcome	D014886		C0043045				source:kg_nodes
ARDS_POI:02185	Ventilator-associated pneumonia prevention education		Education program for VAP prevention	POI_intervention	D053534		C0376654				source:kg_nodes
ARDS_POI:02186	Ventilator-associated pneumonia		Reduced VAP rate	POI_outcome	D011896	DOID:10691	C0043299				source:kg_nodes
ARDS_POI:02224	Omega-3 Fatty Acids		Omega-3 fatty acids supplementation	POI_intervention	D009663		C0033273	CHEBI:25681			source:kg_nodes
ARDS_POI:02295	Organ dysfunction		Increased severity of nonpulmonary organ dysfunction	POI_outcome	D009140	DOID:4309	C0018800				source:kg_nodes
ARDS_POI:02314	Nasal Positive Airway Pressure		Home nasal positive-pressure ventilation	POI_intervention	D045422		C0226934				source:kg_nodes
ARDS_POI:02321	Early mobilization protocol		Early activity protocol in respiratory ICU	POI_intervention	D063087		C4048334				source:kg_nodes
ARDS_POI:02337	bronchoalveolar lavage fluid eosinophilia		bronchoalveolar lavage eosinophilia	POI_outcome	D001992		C0006052				source:kg_nodes
ARDS_POI:02341	Impaired Gas Exchange		Worsening pulmonary gas exchange	POI_outcome	D006331		C0035326		GO:0007585		source:kg_nodes
ARDS_POI:02362	Risk factors for critical illness		Patient risk variability in critical illness	POI_mechanism	D018806		C0035647				source:kg_nodes
ARDS_POI:02375	Liberal oxygen therapy		Increased intubation risk with standard oxygen	POI_outcome	D010102						source:kg_nodes
ARDS_POI:02382	Liberal oxygen therapy		Standard oxygen therapy	POI_intervention	D009377		C0004135				source:kg_nodes
ARDS_POI:02413	Postoperative respiratory failure			POI_outcome	D011656	DOID:11162	C0032943				source:kg_nodes
ARDS_POI:02419	Continuous positive airway pressure therapy		Prophylactic nCPAP 10 cmH2O for 6h post-cardiac surgery	POI_intervention	D045422		C0199451				source:kg_nodes
ARDS_POI:02457	Hypoxemic Respiratory Failure		Hypoxaemic respiratory failure	POI_population	D012131	DOID:11162	C0035229				source:kg_nodes
ARDS_POI:02474	Lung recruitment		Compliance above LIP reflects recruitable lung	POI_mechanism	D008168		C0024109		GO:0060317		source:kg_nodes
ARDS_POI:02508	Airway Pressure		Lower airway pressures	POI_outcome	D000272		C0004048				source:kg_nodes
ARDS_POI:02554	Infection		Infection on ICU admission	POI_mechanism	D007239	DOID:4	C0009450				source:kg_nodes
ARDS_POI:02556	Aging		Older age	POI_mechanism	D000375		C0001811				source:kg_nodes
ARDS_POI:02599	Chronic Obstructive Pulmonary Disease with Acute Respiratory Failure		COPD with acute respiratory failure	POI_context	D055640	DOID:0050741	C1548617				source:kg_nodes
ARDS_POI:02639	Respiratory muscle weakness		Respiratory muscle weakness in Guillain-Barré syndrome	POI_mechanism	D012131	DOID:0050638	C0235764				source:kg_nodes
ARDS_POI:02681	Ventilator-Induced Lung Injury prevention		Prevention of ventilator-associated lung injury	POI_outcome	D055370	DOID:0050858	C2363321				source:kg_nodes
ARDS_POI:02692	Acute respiratory failure in COPD			POI_context							source:kg_nodes
ARDS_POI:02720	Unplanned extubation			POI_outcome	D060087		C0877052				source:kg_nodes
ARDS_POI:02737	Delayed mechanical ventilation		Delayed invasive ventilation	POI_intervention	D012121		C0087153				source:kg_nodes
ARDS_POI:02746	Muscle Weakness Resolution		Resolving muscle weakness	POI_intervention	D009154		C0027947		GO:0060284		source:kg_nodes
ARDS_POI:02752	Assisted coughing and noninvasive ventilation			POI_intervention	D008397		C0087153				source:kg_nodes
ARDS_POI:02753	Extubation		Successful extubation	POI_outcome	D005139		C0021597				source:kg_nodes
ARDS_POI:02775	Breath stacking prevention		Prevention of breath stacking dyssynchrony	POI_outcome	D056148		C0729816				source:kg_nodes
ARDS_POI:02803	Non-invasive positive pressure ventilation for acute respiratory failure		NIPPV for SARS-related acute respiratory failure	POI_intervention	D011175	DOID:11162	C0035196				source:kg_nodes
ARDS_POI:02822	Cough		Strong cough	POI_context	D003371		C0010200				source:kg_nodes
ARDS_POI:02840	038 per 1000 adult population		038-per-1000-adult-population	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02841	48 hr neuromuscular blocking agents nmba		48-hr-neuromuscular-blocking-agents-nmba	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02842	80 percent oxygen perioperative		80-percent-oxygen-perioperative	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02843	92 kda gelatinase elevation ards		92-kda-gelatinase-elevation-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02844	Abdominal contribution inspired volume		abdominal-contribution-inspired-volume	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02845	Accelerated improvement pao2fio2 paco2 dyspnea rr		accelerated-improvement-pao2fio2-paco2-dyspnea-rr	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02846	Ace2 repletion rhace2		ace2-repletion-rhace2	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02847	Altered surfactant composition		altered-surfactant-composition	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02848	Alveolar collapse cyclic reopening		alveolar-collapse-cyclic-reopening	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02849	Alveolar collapse cyclic reopening prevention		alveolar-collapse-cyclic-reopening-prevention	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02850	Alveolar fibrosis ards		alveolar-fibrosis-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02851	Alveolar inflammation ards		alveolar-inflammation-ards	POI_mechanism							source:promoted_from_edge_endpoint
ARDS_POI:02852	Alveolar protein leak		alveolar-protein-leak	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02853	American european ards definition		american-european-ards-definition	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02854	Anakinra early treatment covid19		anakinra-early-treatment-covid19	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02855	Antiinflammatory mediator upregulation		antiinflammatory-mediator-upregulation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02856	Ards condition		ards-condition	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02857	Ards costs of care		ards-costs-of-care	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02858	Ards developing in previously healthy patients		ards-developing-in-previously-healthy-patients	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02859	Ards diagnosis accuracy		ards-diagnosis-accuracy	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02860	Ards diagnosis threshold		ards-diagnosis-threshold	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02861	Ards frequency		ards-frequency	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02862	Ards hyperinflammatory phenotype		ards-hyperinflammatory-phenotype	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02863	Ards incidence reduction		ards-incidence-reduction	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02864	Ards respiratory illness severity		ards-respiratory-illness-severity	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02865	Ards right ventricle dysfunction		ards-right-ventricle-dysfunction	POI_mechanism							source:promoted_from_edge_endpoint
ARDS_POI:02866	Ards subphenotype assignment accuracy		ards-subphenotype-assignment-accuracy	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02867	Ards subphenotype prognostic value		ards-subphenotype-prognostic-value	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02868	Ards susceptibility		ards-susceptibility	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02869	Ards triggering risk factor		ards-triggering-risk-factor	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02870	Association ali		association-ali	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02871	Association ards		association-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02872	Atypical antipsychotics		atypical-antipsychotics	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02873	Avoidance of intubation complications		avoidance-of-intubation-complications	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02874	Avoided intubation		avoided-intubation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02875	Avoided intubation in copd		avoided-intubation-in-copd	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02876	Avoided intubation sars arf		avoided-intubation-sars-arf	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02877	Berlin definition ards severity criteria		berlin-definition-ards-severity-criteria	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02878	Berlin definition criteria for ards		berlin-definition-criteria-for-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02879	Cardiovascular evaluation lung cancer		cardiovascular-evaluation-lung-cancer	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02880	Compliance above lip recruitable lung		compliance-above-lip-recruitable-lung	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02881	Composite death or severe disability 90d		composite-death-or-severe-disability-90d	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02882	Concave v p curve recruitment		concave-v-p-curve-recruitment	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02883	Cooling febrile critically ill		cooling-febrile-critically-ill	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02884	Copd intrinsic peep		copd-intrinsic-peep	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02885	Correlation invasive noninvasive indocyanine green pdr		correlation-invasive-noninvasive-indocyanine-green-pdr	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02886	Corticosteroid exposure icu		corticosteroid-exposure-icu	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02887	Corticosteroid use 7d before icu		corticosteroid-use-7d-before-icu	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02888	Corticosteroids prevention ards		corticosteroids-prevention-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02889	Corticosteroids treatment ards		corticosteroids-treatment-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02890	Cpet vo2max risk prediction		cpet-vo2max-risk-prediction	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02891	Criteria defined clinical algorithm ards treatment		criteria-defined-clinical-algorithm-ards-treatment	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02892	Cumulative corticosteroid dose icu		cumulative-corticosteroid-dose-icu	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02893	Custom ml model		custom-ml-model	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02894	Cytokine primed neutrophil activation		cytokine-primed-neutrophil-activation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02895	Days free respiratory support 28d		days-free-respiratory-support-28d	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02896	Decreased 1993 1996		decreased-1993-1996	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02897	Decreased bmi		decreased-bmi	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02898	Decreased need for intubation		decreased-need-for-intubation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02899	Decreased tidal volumes ards		decreased-tidal-volumes-ards	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02900	Decreased use simv		decreased-use-simv	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02901	Decreasing ards incidence over time		decreasing-ards-incidence-over-time	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02902	Decreasing hospital acquired ards		decreasing-hospital-acquired-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02903	Delayed dysphagia recovery ards survivors		delayed-dysphagia-recovery-ards-survivors	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02904	Delayed intubation timing		delayed-intubation-timing	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02905	Delphi ards definition		delphi-ards-definition	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02906	Dependent lung filling perflubron		dependent-lung-filling-perflubron	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02907	Depression after ards		depression-after-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02908	Dexmedetomidine			POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02909	Diagnostic testing icuaw		diagnostic-testing-icuaw	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02910	Differential peep response by phenotype		differential-peep-response-by-phenotype	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02911	Discharge to home vs facility icuaw		discharge-to-home-vs-facility-icuaw	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02912	Discrimination septic nonseptic ards		discrimination-septic-nonseptic-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02913	Dlco assessment lung cancer		dlco-assessment-lung-cancer	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02914	Dysphagia symptoms ards survivors		dysphagia-symptoms-ards-survivors	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02915	Early activity mobilization respiratory icu		early-activity-mobilization-respiratory-icu	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02916	Early mobilisation		early-mobilisation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02917	Early pac use		early-pac-use	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02918	Ecco2r co2 removal		ecco2r-co2-removal	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02919	Ecla use during ards		ecla-use-during-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02920	Ecmo complications		ecmo-complications	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02921	Ecmo duration		ecmo-duration	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02922	Ecmo treatment		ecmo-treatment	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02923	Education program vap prevention		education-program-vap-prevention	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02924	Enhanced peep benefit		enhanced-peep-benefit	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02925	Enteral feeding epa gla antioxidants		enteral-feeding-epa-gla-antioxidants	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02926	Exogenous surfactant protein c based		exogenous-surfactant-protein-c-based	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02927	Extracellular matrix turnover ards		extracellular-matrix-turnover-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02928	Extracorporeal lung assist		extracorporeal-lung-assist	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02929	Feasible ards management		feasible-ards-management	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02930	Full enteral feeding first 6d		full-enteral-feeding-first-6d	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02931	Glutathione repletion nac otz		glutathione-repletion-nac-otz	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02932	Gm csf therapy		gm-csf-therapy	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02933	Gravity induced alveolar compression prevention		gravity-induced-alveolar-compression-prevention	POI_mechanism							source:promoted_from_edge_endpoint
ARDS_POI:02934	Handgrip dynamometry		handgrip-dynamometry	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02935	Hfnc for cards avoidance intubation		hfnc-for-cards-avoidance-intubation	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02936	Hfnc initial management		hfnc-initial-management	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02937	High flow nasal cannula hfnc		high-flow-nasal-cannula-hfnc	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02938	High flow nasal oxygen and niv		high-flow-nasal-oxygen-and-niv	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02939	High flow nasal oxygen physiological support		high-flow-nasal-oxygen-physiological-support	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02940	High incidence elderly		high-incidence-elderly	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02941	High peep with recruitment maneuvers olv		high-peep-with-recruitment-maneuvers-olv	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02942	High vt volutrauma		high-vt-volutrauma	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02943	Higher failure rate during trial		higher-failure-rate-during-trial	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02944	Hypoinflammatory ards phenotype		hypoinflammatory-ards-phenotype	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02945	Icu admission severe cap		icu-admission-severe-cap	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02946	Icuap diagnosis		icuap-diagnosis	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02947	Il6 crp ards biomarkers		il6-crp-ards-biomarkers	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02948	Impaired functional capacity ali		impaired-functional-capacity-ali	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02949	Improved ards diagnosis		improved-ards-diagnosis	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02950	Improved ards outcomes		improved-ards-outcomes	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02951	Improved breathing pattern synchrony		improved-breathing-pattern-synchrony	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02952	Improved interobserver agreement		improved-interobserver-agreement	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02953	Improved lung mechanics peep		improved-lung-mechanics-peep	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02954	Improved outcome ards		improved-outcome-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02955	Improved pao2 fio2		improved-pao2-fio2	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02956	Improved pao2 fio2 ratio		improved-pao2-fio2-ratio	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02957	Improved pao2 fio2 ratio 1h		improved-pao2-fio2-ratio-1h	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02958	Improved physiology ards		improved-physiology-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02959	Improved pulmonary physiology		improved-pulmonary-physiology	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02960	Improved respiratory compliance		improved-respiratory-compliance	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02961	Improved respiratory parameters copd exacerbation		improved-respiratory-parameters-copd-exacerbation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02962	Inappropriate neutrophil adhesion migration		inappropriate-neutrophil-adhesion-migration	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02963	Incidence ali		incidence-ali	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02964	Increased 1979 1993		increased-1979-1993	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02965	Increased ards incidence		increased-ards-incidence	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02966	Increased ards odds		increased-ards-odds	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02967	Increased bmi		increased-bmi	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02968	Increased cardiac index with prone		increased-cardiac-index-with-prone	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02969	Increased complications		increased-complications	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02970	Increased evlw ards		increased-evlw-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02971	Increased icu los cpe aoc		increased-icu-los-cpe-aoc	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02972	Increased intubation 28d		increased-intubation-28d	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02973	Increased intubation risk hfnc		increased-intubation-risk-hfnc	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02974	Increased intubation risk niv		increased-intubation-risk-niv	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02975	Increased intubation risk standard oxygen		increased-intubation-risk-standard-oxygen	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02976	Increased methemoglobin		increased-methemoglobin	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02977	Increased peep ards		increased-peep-ards	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02978	Increased pt provision icu survivors		increased-pt-provision-icu-survivors	POI_population							source:promoted_from_edge_endpoint
ARDS_POI:02979	Increased ratio pao2 fio2		increased-ratio-pao2-fio2	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02980	Increased risk arf development		increased-risk-arf-development	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02981	Increased risk of death in ards		increased-risk-of-death-in-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02982	Increasing hfnc flow rate		increasing-hfnc-flow-rate	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02983	Ineffective cough excessive secretions		ineffective-cough-excessive-secretions	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02984	Inflammatory cytokine signaling		inflammatory-cytokine-signaling	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02985	Inhaled nitric oxide inhno		inhaled-nitric-oxide-inhno	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02986	Inhaled nitric oxide ino		inhaled-nitric-oxide-ino	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02987	Interindividual variability in covid ards		interindividual-variability-in-covid-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02988	Interruption of inhaled nitric oxide		interruption-of-inhaled-nitric-oxide	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02989	Intravenous nac treatment		intravenous-nac-treatment	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02990	Ivc diameter respiratory variation		ivc-diameter-respiratory-variation	POI_outcome							source:promoted_from_edge_endpoint
ARDS_POI:02991	Ketoconazole treatment ali ards		ketoconazole-treatment-ali-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02992	Lack of consensus training for ards diagnosis		lack-of-consensus-training-for-ards-diagnosis	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02993	Less late niv failure in copd with obesity		less-late-niv-failure-in-copd-with-obesity	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02994	Limited peep benefit		limited-peep-benefit	POI_intervention							source:promoted_from_edge_endpoint
ARDS_POI:02995	Lisofylline early treatment ali ards		lisofylline-early-treatment-ali-ards	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02996	Long term outcomes ards survivors		long-term-outcomes-ards-survivors	POI_disease							source:promoted_from_edge_endpoint
ARDS_POI:02997	Low evlw		low-evlw	POI_outcome							source:promoted_from_edge_endpoint
