IRI,Label,Subset,Definition,Xrefs,Synonyms,Expert_Approved,Expert_Comment,Suggested_Correction,Auto_Xref,Auto_Xref_Source,Auto_Definition,PMID_Evidence,Suggested_Subset,Reclassify_Reason,Duplicate_Of,Label_Quality,Disease_Boundary_Note
ARDS_POI_03002,Lung overdistension detection,POI_outcome,,,,,,,Thesaurus.owl#C15776,BioPortal,"The act of discovery of a malignant neoplasm, and after treatment, the discovery of minimal residual disease.",,,,,,
ARDS_POI_03004,Lv end diastolic volume reduction,POI_outcome,,,,,,,MTHU048533,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02644,Lymphocytopenia,POI_outcome,,,,,,,48813009,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03226,Mechanical power,POI_outcome,Energy delivered to respiratory system per minute (J/min). >17 J/min associated with increased ARDS mortality (PMID 28985207).,,,,,,793009,BioPortal,,28973363,,,,,
ARDS_POI_03280,Mechanical power exceeding 17 J/min,POI_outcome,Ventilator-delivered mechanical power (MP) to the respiratory system exceeding 17 J/min — the dose-dependent mortality threshold established in ARDS cohorts (Serpa Neto 2018 PMID:28985207; Coppola 202,,,,,,793009,BioPortal,,28973363,,,,,
ARDS_POI_03227,Mesenteric ischemia in ARDS,POI_outcome,Ischemic gut injury from extreme systemic hypoxaemia. LOCO₂ 2020 (PMID 32160661): 5 events with conservative O₂ (PaO₂ 55–70 mmHg) vs 0 in liberal group. Defines lower safety boundary of O₂ conservatio,,,,,,235842000,BioPortal,,32160661,,,,,
ARDS_POI_01917,Mini-Mental State Examination score,POI_outcome,,,,,,,447316007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03007,Moderate interobserver agreement,POI_outcome,,,,,,,LP207304-9,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01903,Monitor respiratory muscle workload,POI_outcome,,,,,,,407874005,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03008,Monitor respiratory workload,POI_outcome,,,,,,,407874005,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01388,More ICU-free days,POI_outcome,,,,,,,LA32242-2,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03010,Multi cytokine expression,POI_outcome,,,,,,,Thesaurus.owl#C129886,BioPortal,The identification and quantitation of all of the cytokines expressed in a biological sample.,,,,,,
ARDS_POI_02749,Muscle Strength Survival Association,POI_outcome,,,,,,,LA25264-5,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02264,Mv Induced Inspiratory Muscle Weakness,POI_outcome,,,,,,,26544005,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03011,N 3 fatty acid gamma linolenic acid antioxidant enteral supplementation,POI_outcome,,,,,,,226334007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03013,Net inflammatory activity,POI_outcome,,,,,,,Thesaurus.owl#C70842,BioPortal,"Ultimate; final; remaining after all deductions, outlay, or loss.",,,,,,
ARDS_POI_02555,Neurologic failure on ICU admission,POI_outcome,,,,,,,MTHU069813,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03017,Nippv for sars arf,POI_outcome,,,,,,,Thesaurus.owl#C84349,BioPortal,"Tumor suppressor ARF (173 aa, ~18 kDa) is encoded by the human CDKN2A gene. This protein is involved in cell cycle arrest.",,,,,,
ARDS_POI_03021,Nmba withdrawal,POI_outcome,,,,,,,LA14549-2,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02807,No SARS transmission to healthcare workers,POI_outcome,,,,,,,LA33815-4,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03022,No benefit from ARDS treatment strategy,POI_outcome,,,,,,,Thesaurus.owl#C142731,BioPortal,"The direct or indirect impact of treatment as measured by outcome assessments of a patient's feelings, level of functioning, or survival.",,,,,,
ARDS_POI_03023,No change cardiac index with prone,POI_outcome,,,,,,,54993008,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03024,No change in ARDS incidence on hospital admission,POI_outcome,,,,,,,Thesaurus.owl#C157027,BioPortal,A response indicating that an individual had no hospital admissions.,,,,,,
ARDS_POI_01025,No change in nonpulmonary organ failures,POI_outcome,,,,,,,LA64-1,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02310,No change in sustained FiO2 decrease at 72h,POI_outcome,,,,,,,LA34822-9,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03025,No change reintubation rate,POI_outcome,,,,,,,Thesaurus.owl#C50828,BioPortal,The insertion of a tube into a hollow organ or vessel after an initial tubation procedure.,,,,,,
ARDS_POI_01156,No difference in major adverse outcomes,POI_outcome,,,,,,,Thesaurus.owl#C153610,BioPortal,A response indicating no difference in likelihood.,,,,,,
ARDS_POI_02081,"No difference in physical function at 1, 3, 6 months",POI_outcome,,,,,,,Thesaurus.owl#C153610,BioPortal,A response indicating no difference in likelihood.,,,,,,
ARDS_POI_01840,No effect on surgical site infection within 14 days,POI_outcome,,,,,,,433202001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01196,No impact on hospital length of stay,POI_outcome,,,,,,,Thesaurus.owl#C171453,BioPortal,The subject or patient has been admitted as an inpatient to a hospital.,,,,,,
ARDS_POI_03026,No improvement ards outcomes,POI_outcome,,,,,,,LA11038-9,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01170,No improvement in survival or organ function,POI_outcome,,,,,,,LA11038-9,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03027,No increased intubation requirement,POI_outcome,,,,,,,57669007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02208,No inferior diagnosis rate,POI_outcome,,,,,,,103330002,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02214,No reduction in PPCs after cardiac or abdominal surgery,POI_outcome,,,,,,,408466002,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,ARDS_POI_03029,,
ARDS_POI_03029,No reduction in PPCs after cardiac or abdominal surgery,POI_outcome,,,,,,,408466002,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,ARDS_POI_02214,,
ARDS_POI_03028,No reduction intubation risk,POI_outcome,,,,,,,Thesaurus.owl#C19694,BioPortal,Personal behaviors designed to minimize and control the probability and/or impact of unfortunate events.,,,,,,
ARDS_POI_03030,No reduction reintubation rate,POI_outcome,,,,,,,Thesaurus.owl#C50828,BioPortal,The insertion of a tube into a hollow organ or vessel after an initial tubation procedure.,,,,,,
ARDS_POI_01878,No respiratory muscle unloading,POI_outcome,,,,,,,161962008,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03031,No sars transmission to hcw,POI_outcome,,,,,,,LA18684-3,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01124,No survival benefit,POI_outcome,,,,,,,Thesaurus.owl#C165204,BioPortal,An indication that the treatment for a patient is not relieving symptoms or providing comfort.,,,,,,
ARDS_POI_03033,Noninvasive testing,POI_outcome,,,,,,,MTHU066570,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02132,Nonpulmonary organ dysfunction,POI_outcome,,,,,,,238147009,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03034,Normal emotional function post ards,POI_outcome,,,,,,,409068001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03036,Nppv emergency department,POI_outcome,,,,,,,LA10268-3,BioPortal,Includes ED encounters that become inpatient stays (in which case inpatient stays would be a separate encounter). Excludes urgent care visits. ED claims should be pulled before hospitalization claims to ensure that ED with subsequent admission won't be rolled up in the hospital event.,,,,,,
ARDS_POI_03037,Null effect 6ml group,POI_outcome,,,,,,,276727009,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03038,Old age 70y,POI_outcome,,,,,,,49808004,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03039,Orotracheal intubation,POI_outcome,,,,,,,232674004,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03043,Peak cough flow threshold 160 lmin,POI_outcome,,,,,,,Thesaurus.owl#C135498,BioPortal,"The maximum rate of air flow expelled through the mouth, endotracheal, or tracheostomy tube during a cough.",,,,,,
ARDS_POI_02750,Persistent Resolving Weakness Trajectories,POI_outcome,,,,,,,Thesaurus.owl#C49496,BioPortal,One of the possible results of an adverse event outcome that indicates that the event is improving.,,,,,,
ARDS_POI_03051,Physiotherapy target,POI_outcome,,,,,,,722138006,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02100,Poor hospital discharge outcomes,POI_outcome,,,,,,,MTHU022797,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02113,Poor quality-adjusted survival at 12 months,POI_outcome,,,,,,,LP73483-7,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03052,Poor recovery from septic shock,POI_outcome,,,,,,,76571007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03053,Postop pulmonary reserve estimation,POI_outcome,,,,,,,Thesaurus.owl#C186775,BioPortal,A treatment arm for patients receiving postoperative chemotherapy.,,,,,,
ARDS_POI_01075,Postoperative pulmonary complications,POI_outcome,,,,,,,Thesaurus.owl#C8280,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02413,Postoperative respiratory failure,POI_outcome,,,,,,,698504006,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01831,Predictors of extubation failure,POI_outcome,,,,,,,Thesaurus.owl#C50819,BioPortal,"The removal of a previously inserted tube from a hollow organ or passageway, often from the airway.",,,,,,
ARDS_POI_03055,Preload defect septic shock,POI_outcome,,,,,,,76571007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03056,Preop risk assessment lung cancer resection,POI_outcome,,,,,,,LP192128-9,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01699,Preoperative risk assessment for lung cancer resection,POI_outcome,,,,,,,435561000124107,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03057,Pressure support level,POI_outcome,,,,,,,1259864003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03058,Pressure volume limitation strategy pls,POI_outcome,,,,,,,250868002,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02775,Prevention of breath stacking dyssynchrony,POI_outcome,,,,,,,Thesaurus.owl#C50752,BioPortal,Condition where there are a greater number of inhalations relative to the number of exhalations.,,,,,,
ARDS_POI_02681,Prevention of ventilator-associated lung injury,POI_outcome,,,,,,,233813006,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03059,Primary ml model,POI_outcome,,,,,,,Thesaurus.owl#C16866,BioPortal,"A representation of something, often idealized or modified to make it conceptually easier to understand.",,,,,,
ARDS_POI_03061,Proinflammatory cytokine upregulation,POI_outcome,,,,,,,Thesaurus.owl#C181285,BioPortal,The determination of the pro-inflammatory monocytes in a biospecimen.,,,,,,
ARDS_POI_03062,Proinflammatory signaling cascades,POI_outcome,,,,,,,Thesaurus.owl#C181285,BioPortal,The determination of the pro-inflammatory monocytes in a biospecimen.,,,,,,
ARDS_POI_03063,Prolonged sars cov 2 rna clearance,POI_outcome,,,,,,,Thesaurus.owl#C171531,BioPortal,The determination of the amount of SARS-CoV-2 RNA in a sample.,,,,,,
ARDS_POI_02441,Proportion alive at day 29,POI_outcome,,,,,,,Thesaurus.owl#C182421,BioPortal,A question whether the patient was alive at the time of enrollment.,,,,,,
ARDS_POI_02486,Pulmonary diffusion impairment,POI_outcome,,,,,,,46638006,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03064,Ras peptide modulation,POI_outcome,,,,,,,Thesaurus.owl#C94613,BioPortal,A peptide which has an amino acid sequence that is identical to a portion of a protein that is in the Ras subfamily of small GTPases.,,,,,,
ARDS_POI_02097,Reduced FiO2 requirements,POI_outcome,,,,,,,Thesaurus.owl#C191613,BioPortal,The ratio of fraction of inspired oxygen (FiO2) to positive end-expiratory pressure (PEEP). This measured value may be adjusted on a mechanical ventilator to optimize treatment.,,,,,,
ARDS_POI_01493,Reduced ICU costs,POI_outcome,,,,,,,LP438374-3,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01112,Reduced ICU length of stay,POI_outcome,,,,,,,LA12669-0,BioPortal,Neonatal intensive care stay of more than 5 days,,,,,,
ARDS_POI_01024,Reduced ICU stay duration,POI_outcome,,,,,,,LA12669-0,BioPortal,Neonatal intensive care stay of more than 5 days,,,,,,
ARDS_POI_02186,Reduced VAP rate,POI_outcome,,,,,,,LP94759-5,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01201,Reduced WHO-CPS >5 at day 4,POI_outcome,,,,,,,282108002,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02634,Reduced alveolar derecruitment during suctioning,POI_outcome,,,,,,,LA6720-2,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02175,Reduced anxiety in ventilated patients,POI_outcome,,,,,,,1149156003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03068,Reduced ards incidence,POI_outcome,,,,,,,Thesaurus.owl#C16726,BioPortal,The relative frequency of occurrence of something.,,,,,,
ARDS_POI_03069,Reduced ards incidence 7d,POI_outcome,,,,,,,Thesaurus.owl#C16726,BioPortal,The relative frequency of occurrence of something.,,,,,,
ARDS_POI_03070,Reduced ards severity by day 7,POI_outcome,,,,,,,LA16590-4,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03071,Reduced auto triggering,POI_outcome,,,,,,,281408006,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03072,Reduced cardiac output,POI_outcome,,,,,,,LP19466-9,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01013,Reduced clinical barotrauma,POI_outcome,,,,,,,1162486006,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01887,Reduced duration of invasive ventilation,POI_outcome,,,,,,,428311008,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02302,Reduced dyspnea and opioid use,POI_outcome,,,,,,,1336192000,BioPortal,Disorder characterised by the pattern and consequences of opioid use leading to clinically significant impairment or distress both to physical or mental health of the user or others around the user.,,,,,,
ARDS_POI_03073,Reduced dyspnea opioid use,POI_outcome,,,,,,,1336192000,BioPortal,Disorder characterised by the pattern and consequences of opioid use leading to clinically significant impairment or distress both to physical or mental health of the user or others around the user.,,,,,,
ARDS_POI_01236,Reduced fatal complications,POI_outcome,,,,,,,399166001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01997,Reduced gastrointestinal intolerance,POI_outcome,,,,,,,29544009,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03076,Reduced gi intolerance,POI_outcome,,,,,,,443071000124109,BioPortal,"Liquid formula intended for enteral and/or oral method of delivery, formulated to meet the nutritional needs of adult critical care patients. Designed with elemental energy (kcal/kJ) sources to improve GI tolerance.",,,,,,
ARDS_POI_01790,Reduced health-related quality of life,POI_outcome,,,,,,,Thesaurus.owl#C142570,BioPortal,A patient's perception of the effect of illness and treatment on their physical and mental health.,,,,,,
ARDS_POI_01494,Reduced hospital costs,POI_outcome,,,,,,,Thesaurus.owl#C19579,BioPortal,Costs that can be identified with a particular project or program.,,,,,,
ARDS_POI_01113,Reduced hospital length of stay,POI_outcome,,,,,,,Thesaurus.owl#C171453,BioPortal,The subject or patient has been admitted as an inpatient to a hospital.,,,,,,
ARDS_POI_03077,Reduced hospital stay,POI_outcome,,,,,,,Thesaurus.owl#C171453,BioPortal,The subject or patient has been admitted as an inpatient to a hospital.,,,,,,
ARDS_POI_03078,Reduced hrql,POI_outcome,,,,,,,260400001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03079,Reduced icu stay,POI_outcome,,,,,,,LA12669-0,BioPortal,Neonatal intensive care stay of more than 5 days,,,,,,
ARDS_POI_03080,Reduced il6 levels,POI_outcome,,,,,,,Thesaurus.owl#C24504,BioPortal,This gene is involved in immunoregulation processes by activating a cell-surface signaling assembly of proteins.,,,,,,
ARDS_POI_01954,Reduced incidence of critical illness polyneuropathy/myopathy,POI_outcome,,,,,,,230594005,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03081,Reduced incidence of septic shock,POI_outcome,,,,,,,76571007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03082,Reduced inflammation ards,POI_outcome,,,,,,,260400001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03083,Reduced inflammatory cytokine production,POI_outcome,,,,,,,Thesaurus.owl#C125711,BioPortal,"A syndrome caused by Kaposi sarcoma-associated herpesvirus (KSHV) infection. It manifests with fever, weight loss, and fluid retention in the legs or abdomen. Patients are at risk of developing KSHV-related cancers including Kaposi sarcoma and lymphoma.",,,,,,
ARDS_POI_02280,Reduced inspiratory effort,POI_outcome,,,,,,,Thesaurus.owl#C74530,BioPortal,Physical or mental energy; hard work.,,,,,,
ARDS_POI_03084,Reduced inspiratory muscle effort,POI_outcome,,,,,,,229300005,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01625,Reduced interface displacements,POI_outcome,,,,,,,1290361000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03085,Reduced intubation 28d,POI_outcome,,,,,,,52765003,BioPortal,"An insertion of a tubular device into a canal, hollow organ, or cavity",,,,,,
ARDS_POI_03086,Reduced intubation for cards,POI_outcome,,,,,,,79583008,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03087,Reduced intubation rate,POI_outcome,,,,,,,Thesaurus.owl#C150826,BioPortal,An indication that the administration of a medication was modified by reducing the rate at which the dose was given.,,,,,,
ARDS_POI_03088,Reduced intubation rate ards,POI_outcome,,,,,,,Thesaurus.owl#C150826,BioPortal,An indication that the administration of a medication was modified by reducing the rate at which the dose was given.,,,,,,
ARDS_POI_03089,Reduced intubation rate hypercapnic subgroup,POI_outcome,,,,,,,Thesaurus.owl#C150826,BioPortal,An indication that the administration of a medication was modified by reducing the rate at which the dose was given.,,,,,,
ARDS_POI_03090,Reduced life threatening intubation complications,POI_outcome,,,,,,,LA34461-6,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01252,Reduced lung injury,POI_outcome,,,,,,,Thesaurus.owl#C188283,BioPortal,Damage to the lung from traumatic or pathologic processes.,,,,,,
ARDS_POI_03091,Reduced mild moderate intubation complications,POI_outcome,,,,,,,LA23856-0,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03092,Reduced need for intubation,POI_outcome,,,,,,,MTHU039901,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03093,Reduced need for intubation copd exacerbation,POI_outcome,,,,,,,MTHU039901,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03094,Reduced need for oxygen escalation,POI_outcome,,,,,,,MTHU039901,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01921,Reduced need for rescue therapy,POI_outcome,,,,,,,MTHU039901,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01890,Reduced need for tracheotomy,POI_outcome,,,,,,,MTHU039901,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01943,Reduced new oxygen requirement at 1 year in COPD,POI_outcome,,,,,,,169998003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02219,Reduced nosocomial infections,POI_outcome,,,,,,,416085006,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03097,Reduced opening closing lung tissue ards,POI_outcome,,,,,,,285459002,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02502,Reduced organ injury,POI_outcome,,,,,,,283999006,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01626,Reduced oxygen desaturations,POI_outcome,,,,,,,260400001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02065,Reduced patient comfort,POI_outcome,,,,,,,Thesaurus.owl#C89275,BioPortal,A feeling of freedom from constraint or embarrassment; feeling relaxed and natural.,,,,,,
ARDS_POI_01624,Reduced patient discomfort,POI_outcome,,,,,,,247347003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01329,Reduced plasma IL-6 levels,POI_outcome,,,,,,,Thesaurus.owl#C133345,BioPortal,Plasma from which cryoprecipitated antihemophilic factor (AHF) has been removed.,33253239,,,,,
ARDS_POI_03098,Reduced plasma il6 levels,POI_outcome,,,,,,,Thesaurus.owl#C133345,BioPortal,Plasma from which cryoprecipitated antihemophilic factor (AHF) has been removed.,,,,,,
ARDS_POI_01280,Reduced postextubation respiratory failure within 72 hours,POI_outcome,,,,,,,123028004,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01155,Reduced postoperative pain,POI_outcome,,,,,,,213299007,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02077,Reduced postoperative respiratory complications,POI_outcome,,,,,,,Thesaurus.owl#C8280,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_03099,Reduced progression ards,POI_outcome,,,,,,,246450006,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01067,Reduced pulmonary and systemic cytokine response,POI_outcome,,,,,,,405012001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02342,Reduced pulmonary artery pressure,POI_outcome,,,,,,,250767002,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01205,Reduced pulmonary neutrophil recruitment,POI_outcome,,,,,,,2724004,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01942,Reduced rehospitalization at 1 year in COPD,POI_outcome,,,,,,,169998003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
