ID	Label	Parent	Definition	Synonym	Xref_DOID	Xref_MESH	Xref_UMLS	Subset	Source_PMIDs	N_Sources	Xref_CHEBI	Xref_GO	Xref_MONDO	Normalized_Label
ARDS_POI:02439	Sarilumab			Sarilumab 200 mg IV		D001293	C0050565	POI_intervention	33676590	1	CHEBI:90857			
ARDS_POI:02440	Time to clinical improvement			Time to 2-point clinical improvement		D013997	C0039798	POI_outcome	33676590	1				
ARDS_POI:02441	Survival at day 29			Proportion alive at day 29		D016019	C0038954	POI_outcome	33676590	1				
ARDS_POI:02442	COVID-19			Severe or critical COVID-19	DOID:0080600	D000086382	C5203670	POI_population	33676590	1				
ARDS_POI:02443	high frequency oscillation		High frequency oscillatory ventilation for acute lung injury and ARDS.	HFOV	DOID:11394	D012128	C0035222	POI_intervention	20483951	1				
ARDS_POI:02444	Oxygenation			Improved oxygenation index		D010100	C0242402	POI_outcome	20483951	1				
ARDS_POI:02445	High-Frequency Oscillatory Ventilation			High mean airway pressure with HFO		D018730	C0194200	POI_mechanism	20483951	1				
ARDS_POI:02446	Oxygenation			Increased oxygenation index		D010100	C0242402	POI_mechanism	20483951	1				
ARDS_POI:02447	individualised open-lung approach during one-lung ventilation	ARDS_POI:01066	Individualised ventilation strategy during one-lung ventilation combining alveolar recruitment manoeuvre to 40 cmH2O with PEEP titrated to best respiratory system compliance plus postop HFNO.	iOLA	DOID:11394	D012128	C0035222	POI_intervention	16352797	1				
ARDS_POI:02448	Open lung ventilation strategy			Individualised OLA during OLV		D000072601		POI_intervention	16352797	1				
ARDS_POI:02449	Postoperative complications			Reduced severe PPCs within 7 days	DOID:0050687	D011656	C0032943	POI_outcome	16352797	1				
ARDS_POI:02450	Sepsis			Incidence of severe sepsis in Finland	DOID:0080642	D018805	C0243026	POI_outcome	17225161	1				
ARDS_POI:02451	incidence rate			0.38 per 1,000 adult population		D015994	C0021149	POI_outcome	17225161	1				
ARDS_POI:02452	Finland					D005260	C0015685	POI_context	17225161	1				
ARDS_POI:02453	High-flow nasal cannula oxygen therapy		Preoxygenation using high-flow nasal cannula oxygen combined with non-invasive ventilation, for hypoxaemic patients requiring intubation in the ICU.	HFNC + NIV preoxygenation		D000066829	C4042833	POI_intervention	27730283	1				
ARDS_POI:02454	High-flow nasal cannula oxygen therapy			HFNC + NIV preoxygenation		D000066829	C4042833	POI_intervention	27730283	1				
ARDS_POI:02455	Endotracheal intubation			Reduced oxygen desaturation during intubation		D007442	C0021925	POI_outcome	27730283	1				
ARDS_POI:02456	Non-invasive ventilation			Alveolar recruitment with NIV preoxygenation		D000076142	C1997883	POI_mechanism	27730283	1				
ARDS_POI:02457	Hypoxemic Respiratory Failure			Hypoxaemic respiratory failure	DOID:11162	D012131	C0035229	POI_population	27730283	1				
ARDS_POI:02458	Endotracheal intubation			Intubation		D007333	C0021311	POI_context	27730283	1				
ARDS_POI:02459	High-flow nasal cannula oxygen therapy	GO:0008150		Apnoeic Oxygenation Hfnc		D000066829	C4042833	POI_mechanism	27730283	1				
ARDS_POI:02460	Non-invasive ventilation	GO:0008150		Alveolar Recruitment Niv		D000076142	C1997883	POI_mechanism	27730283	1				
ARDS_POI:02461	Oxygenation	GO:0008150		Preoxygenation Hypoxaemia Prevention		D010100	C0242402	POI_mechanism	27730283	1				
ARDS_POI:02462	Acute respiratory distress syndrome		Proinflammatory cytokine-primed neutrophils exhibit inappropriate adhesion and transendothelial migration, contributing to ARDS-associated lung injury.	proinflammatory cytokine-primed neutrophils in ARDS	DOID:11394	D012128	C0035222	POI_mechanism	8810592	1				
ARDS_POI:02463	neutrophil transendothelial migration			Inappropriate neutrophil adhesion and transendothelial migration		D020446	C1155362	POI_mechanism	8810592	1		GO:0090022		
ARDS_POI:02464	Cytokine priming of neutrophils					D016213	C0027949	POI_mechanism	8810592	1		GO:0006954		
ARDS_POI:02465	Acute respiratory distress syndrome			ARDS-associated lung injury	DOID:11394	D012128	C0035222	POI_outcome	8810592	1				
ARDS_POI:02466	Pulmonary complications			Reduced pulmonary complications		D011656	C0032943	POI_outcome	26181219	1				
ARDS_POI:02467	Acute respiratory distress syndrome			Non-ARDS patients	DOID:11394	D012128	C0035222	POI_population	26181219	1				
ARDS_POI:02468	Pressure-limited ventilation					D045505	C0199451	POI_intervention	8814466	1				
ARDS_POI:02469	Extracorporeal Membrane Oxygenation			Extracorporeal lung assist		D015199	C0015357	POI_intervention	8814466	1				
ARDS_POI:02470	Acute respiratory distress syndrome			Unchanged mortality in ARDS	DOID:11394	D012128	C0035222	POI_outcome	8814466	1				
ARDS_POI:02471	Positive end-expiratory pressure	ARDS_POI:01066	Decreasing PEEP in 5 cmH2O steps from 20/15 to 0 cmH2O in patients with acute lung injury to determine alveolar derecruitment and optimal PEEP.	decremental PEEP in acute lung injury	DOID:11394	D012128	C0035222	POI_intervention	11549535	1				
ARDS_POI:02472	Positive end-expiratory pressure			Alveolar derecruitment with decremental PEEP		D010863	C0034084	POI_mechanism	11549535	1				
ARDS_POI:02473	alveolar opening pressure			Heterogeneity of alveolar opening pressures		D000527	C0001675	POI_mechanism	11549535	1				
ARDS_POI:02474	Lung recruitment			Compliance above LIP reflects recruitable lung		D008168	C0024109	POI_mechanism	11549535	1		GO:0060317		
ARDS_POI:02475	Respiratory physiotherapy		Respiratory physiotherapy techniques including deep breathing, directed cough, and postural drainage to prevent pulmonary complications after abdominal surgery.			D011656	C0032943	POI_intervention	17167013	1				
ARDS_POI:02476	Pulmonary complications			Reduced pulmonary complications after abdominal surgery		D011656	C0032943	POI_outcome	17167013	1				
ARDS_POI:02477	COVID-19			Critical illness in COVID-19	DOID:0080600	D000086382	C5203670	POI_population	32631393	1				
ARDS_POI:02478	Mortality			High 60-day mortality		D009026	C0026565	POI_outcome	32631393	1				
ARDS_POI:02479	Coagulopathy				SYMP:0019143	D001778	C0393551	POI_outcome	32631393	1			MONDO:0001531	
ARDS_POI:02480	Acute cardiac injury				DOID:0080206	D056754	C4280454	POI_outcome	32631393	1				
ARDS_POI:02481	COVID-19			Prolonged SARS-CoV-2 RNA clearance	DOID:0080600	D000086382	C5203670	POI_outcome	32631393	1				
ARDS_POI:02482	Oxygen therapy			Survival without supplemental oxygen or on ventilator at 30 days		D010102	C0030054	POI_outcome	16137357	1				
ARDS_POI:02483	Mortality					D009026	C0026565	POI_outcome	11897644|16137357|21666446	3				
ARDS_POI:02484	Oxygenation			Oxygenation index response		D010100	C0242402	POI_outcome	16137357	1				
ARDS_POI:02485	Acute respiratory distress syndrome		Assessment of pulmonary function abnormalities and their relationship to health-related quality of life in survivors of acute respiratory distress syndrome.	pulmonary function and health-related quality of life in ARDS survivors	DOID:11394	D012128	C0035222	POI_outcome	12493646	1				
ARDS_POI:02486	Diffusion Impairment			Pulmonary diffusion impairment	DOID:9206	D011653	C0035229	POI_outcome	12493646	1				
ARDS_POI:02487	Airflow obstruction				DOID:0060521	D000402	C0020576	POI_outcome	12493646	1				
ARDS_POI:02488	Chest wall restriction					D035882	C0235779	POI_outcome	12493646	1				
ARDS_POI:02489	Acute respiratory distress syndrome			Depression and anxiety in post-ARDS	DOID:11394	D012128	C0035222	POI_outcome	12493646	1				
ARDS_POI:02490	Acute respiratory distress syndrome			Physical function limitation post-ARDS	DOID:11394	D012128	C0035222	POI_outcome	12493646	1				
ARDS_POI:02491	Quality of Life			Decreased quality of life in physical function		D011788	C0034380	POI_outcome	12493646	1				
ARDS_POI:02492	Acute respiratory distress syndrome			Normal emotional function post-ARDS	DOID:11394	D012128	C0035222	POI_outcome	12493646	1				
ARDS_POI:02493	Acute respiratory distress syndrome			Post-ARDS context	DOID:11394	D012128	C0035222	POI_context	12493646	1				
ARDS_POI:02494	Tidal volume ventilation		Ventilation with high tidal volumes, identified as an independent risk factor for developing acute lung injury in patients with severe brain injury.	high tidal volume ventilation	DOID:11394	D012128	C0035222	POI_risk_factor	17568331	1				
ARDS_POI:02495	Tachypnea			High respiratory rate ventilation	DOID:0050486	D059246	C0231835	POI_intervention	17568331	1				
ARDS_POI:02496	Acute lung injury			Development of acute lung injury	DOID:11394	D000740	C0001421	POI_outcome	17568331	1				
ARDS_POI:02497	Brain Injuries, Traumatic			Severe brain injury	DOID:11988	D001927	C0006104	POI_context	17568331	1				
ARDS_POI:02498	Traumatic Brain Injury	GO:0008150		Severe Brain Injury Susceptibility	DOID:11018	D006930	C0876926	POI_mechanism	17568331	1				
ARDS_POI:02499	hypercapnia		Supplemental carbon dioxide administration to critically ill patients to raise CO2 concentrations and promote the protective effects of hypercapnia while reducing the injurious effects of hypocapnia.	therapeutic hypercapnia	DOID:1321	D006701	C0020633	POI_intervention	10520649	1				
ARDS_POI:02500	hypercapnia			Protective effects of hypercapnia		D006935	C0020440	POI_mechanism	10520649	1				
ARDS_POI:02501	Hypocapnia			Injurious effects of hypocapnia	DOID:0050542	D006935	C0020578	POI_mechanism	10520649	1				
ARDS_POI:02502	Organ Injury			Reduced organ injury		D009336	C0030491	POI_outcome	10520649	1				
ARDS_POI:02503	Organ injury				DOID:4	D014947	C0010957	POI_outcome	10520649	1				
ARDS_POI:02504	Survival to hospital discharge			Improved survival to hospital discharge		D016019	C0587437	POI_outcome	9315812	1				
ARDS_POI:02505	airway pressure release ventilation	ARDS_POI:01066	Airway pressure release ventilation mode, with lower airway pressures and improved oxygenation parameters compared to volume-controlled inverse ratio ventilation in patients with acute lung injury.	APRV	DOID:11394	D012128	C0035222	POI_intervention	8004312	1				
ARDS_POI:02506	Airway pressure release ventilation					http://purl.bioontology.org/ontology/MESH/D045422	C0199451	POI_intervention	8004312	1				
ARDS_POI:02507	Oxygenation			Improved oxygenation parameters		D010100	C0242402	POI_outcome	8004312	1				
ARDS_POI:02508	Airway Pressure			Lower airway pressures		D000272	C0004048	POI_outcome	8004312	1				
ARDS_POI:02509	Critically ill patients		Cooling to reduce oxygen consumption and cardiac output in febrile critically ill patients, potentially facilitating resuscitation and preventing hypoxic injury.	Cooling for febrile critically ill patients		D005334	C0015967	POI_intervention	7812538	1				
ARDS_POI:02510	Critically ill patients			Cooling febrile critically ill patients		D016638		POI_intervention	7812538	1				
ARDS_POI:02511	Oxygen Consumption			Reduced oxygen consumption		D010102	C0030054	POI_outcome	7812538	1		GO:0007597		
ARDS_POI:02512	Cardiac Output, Low			Reduced cardiac output		D002303	C0745045	POI_outcome	7812538	1				
ARDS_POI:02513	Hypoxia prevention					D000860	C0020676	POI_mechanism	7812538	1		GO:0001666		
ARDS_POI:02514	Critically ill patients			Febrile critically ill patients		D016638		POI_population	7812538	1				
ARDS_POI:02515	Hypoxia			Limited oxygen delivery	DOID:14087	D000860	C0020676	POI_context	7812538	1		GO:0070482		
ARDS_POI:02516	Oxygen Consumption	GO:0008150		Oxygen Consumption Reduction		D010102	C0030054	POI_mechanism	7812538	1		GO:0015671		
ARDS_POI:02517	Cardiac Output, Low	GO:0008150		Cardiac Output Reduction		D002303	C0155411	POI_mechanism	7812538	1				
ARDS_POI:02518	recombinant factor VIIa		Recombinant factor VIIa, a hemostatic agent approved for hemophilia, increasingly used for off-label indications.	rFVIIa		D050280	C0053666	POI_intervention	21502651	1	CHEBI:75347			
ARDS_POI:02519	Recombinant factor VIIa					D050280	C0053666	POI_intervention	21502651	1	CHEBI:73470			
ARDS_POI:02520	Arterial thromboembolism				DOID:0001816	D001791	C0007787	POI_outcome	21502651	1				
ARDS_POI:02521	Acute respiratory distress syndrome			ARDS incidence reduction	DOID:11394	D012128	C0035222	POI_outcome	21502651	1				
ARDS_POI:02522	Intracranial hemorrhage				DOID:686	D006265	C0020676	POI_context	21502651	1				
ARDS_POI:02523	Wounds and Injuries			Body trauma	DOID:0001816	D014947	C0043350	POI_context	21502651	1				
ARDS_POI:02524	Acute lung injury	ARDS_POI:01026	Acute lung injury caused by trauma, with less severe lung epithelial and endothelial injury compared to other causes of acute lung injury.	trauma-associated acute lung injury	DOID:11394	D012128	C0035222	POI_population	17944012	1				
ARDS_POI:02525	Mortality			Reduced mortality at 90 days		D009026	C0026565	POI_outcome	17944012	1				
ARDS_POI:02526	Lung epithelial injury			Less severe lung epithelial injury		D055370	C0854697	POI_mechanism	17944012	1				
ARDS_POI:02527	Lung endothelial injury			Less severe lung endothelial injury		D055772	C1335939	POI_mechanism	17944012	1		GO:0001558		
ARDS_POI:02528	Lung Epithelial Injury	GO:0008150				D055370	C0333246	POI_mechanism	17944012	1		GO:0035329		
ARDS_POI:02529	Lung Endothelial Injury	GO:0008150				D055370	C0161527	POI_mechanism	17944012	1		GO:0031110		
ARDS_POI:02530	Lung Injury Biomarkers	GO:0008150		Biomarkers Of Lung Injury		D019570	C0577744	POI_mechanism	17944012	1				
ARDS_POI:02531	Acute lung injury		Depressive symptoms and impaired physical function are common and long-lasting sequelae in acute lung injury survivors.	depression and physical impairment after acute lung injury	DOID:11394	D012128	C0035222	POI_outcome	22161158	1				
ARDS_POI:02532	Acute lung injury			Depression after acute lung injury	DOID:11394	D055371	C0272079	POI_outcome	22161158	1				
ARDS_POI:02533	Acute lung injury			Impaired physical function after acute lung injury	DOID:11394	D055371	C0272079	POI_outcome	22161158	1				
ARDS_POI:02534	Acute lung injury			Survivors of acute lung injury	DOID:11394	D055371	C0272079	POI_population	22161158	1				
ARDS_POI:02535	time-cycled inspiratory pressure support ventilation		Time-cycled expiratory trigger during noninvasive inspiratory pressure support ventilation to improve patient-ventilator synchronization in the presence of mask air leaks.	NIPSVtc	DOID:11394	D012128	C0035222	POI_intervention	10470568	1				
ARDS_POI:02536	Time-cycled inspiratory pressure support ventilation					D021542	C0199451	POI_intervention	10470568	1				
ARDS_POI:02537	Patient-Ventilator Synchrony			Improved patient-ventilator synchronization		D056888	C1305981	POI_outcome	10470568	1				
ARDS_POI:02538	air leak			Mask air leaks		D000389	C0333257	POI_context	10470568	1				
ARDS_POI:02539	Time-cycled expiration			Time-cycled expiratory trigger		D045505	C0231832	POI_mechanism	10470568	1				
ARDS_POI:02540	Expiratory trigger cycling	GO:0008150		Expiratory Trigger Cycling Disruption		D045505	C0231800	POI_mechanism	10470568	1				
ARDS_POI:02541	mechanical ventilation trigger mode	GO:0008150		Time Cycled Vs Flow Cycled Expiratory Trigger		D045505	C0199451	POI_mechanism	10470568	1				
ARDS_POI:02542	Oxygenation		Targeting partial pressure of arterial oxygen (Pao2) of 9 to 10 kPa (68 to 75 mmHg) during mechanical ventilation of comatose cardiac arrest survivors.	Restrictive oxygen target (Pao2 9-10 kPa)		D003142	C0428977	POI_intervention	36027567	1				
ARDS_POI:02543	Mortality			Composite of death or severe disability/coma at 90 days		D009026	C0026565	POI_outcome	36027567	1				
ARDS_POI:02544	Out-of-hospital cardiac arrest			Comatose survivors of out-of-hospital cardiac arrest	DOID:5427	D003142	C0428977	POI_population	36027567	1				
ARDS_POI:02545	Acute respiratory distress syndrome		Increased N-terminal procollagen III peptide levels in bronchoalveolar lavage fluid associated with increased risk of mortality in patients with adult respiratory distress syndrome.	elevated procollagen III levels in ARDS BALF	DOID:11394	D012128	C0035222	POI_outcome	7985891	1				
ARDS_POI:02546	Acute respiratory distress syndrome			Elevated procollagen III levels in ARDS BALF	DOID:11394	D012128	C0035222	POI_outcome	7985891	1				
ARDS_POI:02547	Acute respiratory distress syndrome			Increased risk of death in ARDS	DOID:11394	D012128	C0035222	POI_outcome	7985891	1				
ARDS_POI:02548	Sevoflurane		Inhaled sevoflurane for sedation in acute respiratory distress syndrome.	Inhaled sevoflurane	DOID:11394	D012128	C0035222	POI_intervention	27611637	1	CHEBI:9130			
ARDS_POI:02549	Acute respiratory distress syndrome			Reduced inflammation in ARDS	DOID:11394	D012128	C0035222	POI_outcome	27611637	1				
ARDS_POI:02550	Pulmonary Edema	GO:0008150		Alveolar Edema Reduction	DOID:11396	D011654	C0034063	POI_mechanism	27611637	1				
ARDS_POI:02551	Inflammatory response	GO:0008150		Inflammation Reduction		D007249	C0021368	POI_mechanism	27611637	1		GO:0006954		
ARDS_POI:02552	acute respiratory failure in critically ill patients	ARDS_POI:01520	Condition characterized by impaired gas exchange (PaO2/FiO2 <200 mmHg) requiring respiratory support in critically ill ICU patients.	ARF	DOID:11394	D012128	C0035222	POI_disease	12006450	1				
ARDS_POI:02553	Nosocomial infection			Infection acquired in ICU	DOID:11722	D003428	C0029074	POI_mechanism	12006450	1				
ARDS_POI:02554	Infection			Infection on ICU admission	DOID:4	D007239	C0009450	POI_mechanism	12006450	1				
ARDS_POI:02555	Neurologic failure			Neurologic failure on ICU admission		D009422	C0027765	POI_mechanism	12006450	1				
ARDS_POI:02556	Aging			Older age		D000375	C0001811	POI_mechanism	12006450	1				
ARDS_POI:02557	Organ failure			Multiple organ failure in ICU		D009102	C0026776	POI_mechanism	12006450	1				
ARDS_POI:02558	Hematologic malignancy			History of hematologic malignancy	DOID:2531	D019337	C0019045	POI_mechanism	12006450	1				
ARDS_POI:02559	Chronic Kidney Disease			Chronic renal failure	DOID:784	http://purl.bioontology.org/ontology/MESH/D007676	C0151746	POI_mechanism	12006450	1			MONDO:0024327	
ARDS_POI:02560	Liver cirrhosis				DOID:5082	http://purl.bioontology.org/ontology/MESH/D008103	C0023891	POI_mechanism	12006450	1			MONDO:0005155	
ARDS_POI:02561	Shock			Circulatory shock on ICU admission	DOID:11881	D012769	C0036974	POI_mechanism	12006450	1				
ARDS_POI:02562	Acute Renal Failure			Increased risk of ARF development	DOID:8049	D058186	C0020629	POI_outcome	12006450	1				
ARDS_POI:02563	Mortality			Increased risk of ARF mortality		D009026	C0026565	POI_outcome	12006450	1				
ARDS_POI:02564	Mechanical ventilation			ARDS on mechanical ventilation		D012128	C0035222	POI_population	10852771	1				
ARDS_POI:02565	Pneumonia			Elevated incidence of ventilator-associated pneumonia	DOID:552	D011656	C0032943	POI_outcome	10852771	1				
ARDS_POI:02566	Mechanical ventilation			Prolonged mechanical ventilation duration		D008686	C0199470	POI_outcome	10852771	1				
ARDS_POI:02567	Acute respiratory distress syndrome			Ventilator-associated pneumonia in ARDS	DOID:11394	D011656	C0032943	POI_intervention	10852771	1				
ARDS_POI:02568	PEEP titration	ARDS_POI:01066	Individualised PEEP titration guided by respiratory system compliance to optimise alveolar recruitment in ARDS.	PEEP titration guided by respiratory system compliance in ARDS	DOID:11394	D012128	C0035222	POI_intervention	8111581	1				
ARDS_POI:02569	Positive end-expiratory pressure			Variable alveolar recruitment with PEEP		D010863	C0034084	POI_mechanism	8111581	1				
ARDS_POI:02570	Hyperinflation			Convex V-P curve indicates hyperinflation	DOID:3082	D006935	C0020542	POI_mechanism	8111581	1				
ARDS_POI:02571	Positive end-expiratory pressure			Limited PEEP benefit		D010863	C0034084	POI_mechanism	8111581	1				
ARDS_POI:02572	Alveolar recruitment			Concave V-P curve indicates alveolar recruitment		D000072601		POI_mechanism	8111581	1		GO:0045087		
ARDS_POI:02573	Positive end-expiratory pressure			Enhanced PEEP benefit		D010863	C0034084	POI_mechanism	8111581	1				
ARDS_POI:02574	Endotracheal intubation			Reduced intubation at 28 days		D007442	C0021925	POI_outcome	27245914	1				
ARDS_POI:02575	Non-invasive ventilation			Non-invasive ventilation during acute respiratory failure		D000076142	C1997883	POI_intervention	27245914	1				
ARDS_POI:02576	Endotracheal intubation			Increased intubation at 28 days		D007442	C0021925	POI_outcome	27245914	1				
ARDS_POI:02577	Immunocompromised Host			Immunocompromised		D016511	C0086688	POI_population	27245914	1				
ARDS_POI:02578	Neuromuscular blockade		48-hour infusion of cisatracurium besylate neuromuscular blockade for treatment of ARDS.	Neuromuscular blocking agents in ARDS	DOID:11394	D012128	C0035222	POI_intervention	23497608	1	CHEBI:64100			
ARDS_POI:02579	Neuromuscular blockade			Cisatracurium besylate neuromuscular blockade		D000908	C0028837	POI_intervention	23497608	1	CHEBI:64100			
ARDS_POI:02580	Mechanical ventilation			No effect on duration of mechanical ventilation		D008686	C0199470	POI_outcome	23497608	1				
ARDS_POI:02581	ICU-acquired weakness			No effect on ICU-acquired weakness		D018497	C0751177	POI_outcome	23497608	1				
ARDS_POI:02582	Acute respiratory distress syndrome	ARDS_POI:01032	Use of extracorporeal lung assist (ECLA) in the management of severe ARDS.	Extracorporeal lung assist for ARDS	DOID:11394	D012128	C0035222	POI_intervention	22948576	1				
ARDS_POI:02583	Acute respiratory distress syndrome			Extracorporeal lung assist (ECLA) during ARDS	DOID:11394	D012128	C0035222	POI_intervention	22948576	1				
ARDS_POI:02584	Acute respiratory distress syndrome			Long-term outcomes of ARDS survivors	DOID:11394	D012128	C0035222	POI_outcome	22948576	1				
ARDS_POI:02585	Acute respiratory distress syndrome			ARDS due to H1N1 influenza	DOID:11394	D006820	C0020362	POI_context	22948576	1				
ARDS_POI:02586	Lung recruitment maneuver			Recruitment maneuvers in ARDS		D000072601	C2936543	POI_intervention	11790648	1				
ARDS_POI:02587	Oxygenation			No short-term oxygenation benefit		D010100	C0242402	POI_outcome	11790648	1				
ARDS_POI:02588	Ventilation-Perfusion Ratio			Redistribution of ventilation/perfusion		D014690	C0042926	POI_mechanism	11790648	1				
ARDS_POI:02589	Alveolar overdistension	GO:0008150		Regional Alveolar Overdistension		D008171		POI_mechanism	11790648	1		GO:0097553		
ARDS_POI:02590	Plateau pressure	ARDS_POI:01066	Maintaining end-inspiratory plateau pressure (Pplat) below 35 cmH2O to prevent barotrauma in ARDS patients.	Limiting plateau pressure during mechanical ventilation	DOID:11394	D012128	C0035222	POI_intervention	11967593	1				
ARDS_POI:02591	Barotrauma			High airway pressure leads to barotrauma		D001469	C0004760	POI_mechanism	11967593	1				
ARDS_POI:02592	Acute respiratory distress syndrome			Barotrauma incidence in ARDS	DOID:11394	D012128	C0035222	POI_outcome	11967593	1				
ARDS_POI:02593	Plateau pressure			Limiting plateau pressure			C3714541	POI_intervention	11967593	1				
ARDS_POI:02594	Mortality			Reduced 30-day mortality		D008875	C0026769	POI_outcome	12897997	1				
ARDS_POI:02595	PEEP titration			Extrinsic PEEP titration to optimal level		D010863	C0034084	POI_intervention	8636518	1				
ARDS_POI:02596	Reduction in inefficient inspiratory efforts					D045666	C0231835	POI_outcome	8636518	1				
ARDS_POI:02597	Positive end-expiratory pressure			COPD-related intrinsic PEEP		D010863	C0034084	POI_mechanism	8636518	1				
ARDS_POI:02598	Inspiratory effort			Inefficient inspiratory efforts		D001944	C0004048	POI_mechanism	8636518	1				
ARDS_POI:02599	Chronic Obstructive Pulmonary Disease with Acute Respiratory Failure			COPD with acute respiratory failure	DOID:0050741	D055640	C1548617	POI_context	8636518	1				
ARDS_POI:02600	extracorporeal membrane oxygenation		Extracorporeal membrane oxygenation to support gas exchange in patients with acute lung injury due to H1N1 influenza.	ECMO	DOID:11394	D012128	C0035222	POI_intervention	23406535	1				
ARDS_POI:02601	Acute respiratory distress syndrome			Reduced in-hospital mortality in H1N1-associated ARDS	DOID:11394	D008171	C0871468	POI_outcome	23406535	1				
ARDS_POI:02602	Acute lung injury			Acute lung injury due to H1N1 influenza	DOID:11394	D006523	C0272079	POI_disease	23406535	1				
ARDS_POI:02603	Positive end-expiratory pressure	ARDS_POI:01066	Application of positive end-expiratory pressure (PEEP) in patients with acute lung injury to recruit collapsed alveoli and improve respiratory system mechanics.	PEEP in acute lung injury	DOID:11394	D012128	C0035222	POI_intervention	7633703	1				
ARDS_POI:02604	Atelectasis			Dependent lung atelectasis in ALI	DOID:9956	D001261	C0004144	POI_mechanism	7633703	1		GO:0097553		
ARDS_POI:02605	Positive end-expiratory pressure			Improved lung mechanics with PEEP		D010863	C0034084	POI_outcome	7633703	1				
ARDS_POI:02606	Acute respiratory distress syndrome	ARDS_POI:02339	Intravenous hydrocortisone 50mg every 6 hours in adults with sepsis-associated acute respiratory distress syndrome.	Hydrocortisone treatment in sepsis-associated ARDS	DOID:11394	D012128	C0035222	POI_intervention	27741949	1				
ARDS_POI:02607	Acute respiratory distress syndrome			Hydrocortisone treatment in sepsis-associated ARDS	DOID:11394	D012128	C0035222	POI_intervention	27741949	1				
ARDS_POI:02608	Pulmonary function			Improved pulmonary physiology		D008168	C0231921	POI_outcome	27741949	1		GO:0007585		
ARDS_POI:02609	Mortality			No change in 28-day mortality		D009026	C0026565	POI_outcome	27741949	1				
ARDS_POI:02610	Hyperglycemia			Increased hyperglycemia	DOID:4195	D006hyperglycemia	C0020456	POI_intervention	27741949	1				
ARDS_POI:02611	Corticosteroid therapy	GO:0008150		Pulmonary Function Improvement Corticosteroids		D000305	C0001617	POI_mechanism	27741949	1	CHEBI:50858			
ARDS_POI:02612	Corticosteroid therapy	GO:0008150		Mortality Reduction Corticosteroids Sepsis Ards		D000305	C0001617	POI_mechanism	27741949	1	CHEBI:50858			
ARDS_POI:02613	COVID-19		ICU management including invasive mechanical ventilation, prone positioning, and ECMO for patients with severe COVID-19 requiring ICU admission.	intensive care management for severe COVID-19	DOID:0080600	D000086382	C5203670	POI_intervention	32278670	1				
ARDS_POI:02614	COVID-19			Intensive care management for severe COVID-19	DOID:0080600	D000086382	C5203670	POI_intervention	32278670	1				
ARDS_POI:02615	Mortality			Reduced 15-day ICU mortality		D009026	C0026565	POI_outcome	32278670	1				
ARDS_POI:02616	COVID-19			Severe COVID-19 requiring ICU	DOID:0080600	D000086382	C5203670	POI_context	32278670	1				
ARDS_POI:02617	neurally adjusted ventilatory assist		Ventilation mode where assistance is provided in proportion to diaphragm electrical activity.	neurally adjusted ventilatory assist (NAVA)		D053120	C0199926	POI_intervention	18629471	1				
ARDS_POI:02618	Neurally Adjusted Ventilatory Assist			Neurally adjusted ventilatory assist (NAVA)		D053120	C0199926	POI_intervention	18629471	1				
ARDS_POI:02619	Patient-ventilator asynchrony			Reduced patient-ventilator asynchrony		D000058	C0035696	POI_outcome	18629471|22406958	2				
ARDS_POI:02620	Prevention of over-assistance							POI_mechanism	18629471	1				
ARDS_POI:02621	ventilator asynchrony	GO:0008150		Patient Ventilator Asynchrony Avoidance		D000074263	C4274925	POI_mechanism	18629471	1				
ARDS_POI:02622	Fall Prevention	GO:0008150		Over Assistance Prevention		D000067947	C0150866	POI_mechanism	18629471	1				
ARDS_POI:02623	Treatment Outcome			Improved outcome		D000067	C0087113	POI_outcome	21424246	1				
ARDS_POI:02624	Postoperative Period			Postoperative context		D011183	C0032790	POI_context	21424246	1				
ARDS_POI:02625	Non-invasive ventilation		Ventilators designed specifically for noninvasive ventilation, providing better patient-ventilator synchrony than ICU and transport ventilators.	Dedicated NIV ventilators		D000076142	C1997883	POI_intervention	22406958	1				
ARDS_POI:02626	Non-invasive ventilation			NIV algorithm compensation		D000076142	C1997883	POI_mechanism	22406958	1				
ARDS_POI:02627	Autotriggering			Reduced auto-triggering		D054810	C0556623	POI_outcome	22406958	1				
ARDS_POI:02628	Autotriggering	GO:0008150		Auto Triggering		D000544	C0005148	POI_mechanism	22406958	1				
ARDS_POI:02629	Delayed Cycling	GO:0008150						POI_mechanism	22406958	1				
ARDS_POI:02630	Inspiratory Leak Compensation	GO:0008150				D000070329	C4082124	POI_mechanism	22406958	1				
ARDS_POI:02631	Expiratory Leak Compensation	GO:0008150					C4042987	POI_mechanism	22406958	1				
ARDS_POI:02632	Lung recruitment maneuver	ARDS_POI:02328	Performing alveolar recruitment maneuvers (40 cmH2O pressure-supported breaths) during endotracheal suctioning to prevent suctioning-induced alveolar derecruitment in acute lung injury.	Recruitment maneuvers during endotracheal suctioning	DOID:11394	D012128	C0035222	POI_intervention	12615633	1				
ARDS_POI:02633	Alveolar recruitment			Alveolar recruitment with pressure support		D000072601		POI_mechanism	12615633	1		GO:0045087		
ARDS_POI:02634	alveolar derecruitment			Reduced alveolar derecruitment during suctioning		D055371	C1550593	POI_outcome	12615633	1				
