poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int,xref_CHEBI,xref_GO,xref_MONDO,normalized_label,original_label,norm_method,norm_confidence
ARDS_POI:02576,increased-intubation-28d,Increased intubation at 28 days,POI_outcome,,,,,D007442,C0021925,kg_nodes,27245914,1,,,,Endotracheal intubation,Increased intubation at 28 days,rule,HIGH
ARDS_POI:02577,immunocompromised,Immunocompromised,POI_population,,,,,D016511,C0086688,kg_nodes,27245914,1,,,,Immunocompromised Host,Immunocompromised,claude_api,HIGH
ARDS_POI:02578,neuromuscular-blocking-agents-in-ards,Neuromuscular blocking agents in ARDS,POI_intervention,medication-for-ARDS-treatment,48-hour infusion of cisatracurium besylate neuromuscular blockade for treatment of ARDS.,,DOID:11394,D012128,C0035222,robot_template_row,23497608,1,CHEBI:64100,,,Neuromuscular blockade,Neuromuscular blocking agents in ARDS,rule,HIGH
ARDS_POI:02579,cisatracurium-besylate-neuromuscular-blockade,Cisatracurium besylate neuromuscular blockade,POI_intervention,,,,,D000908,C0028837,kg_nodes,23497608,1,CHEBI:64100,,,Neuromuscular blockade,Cisatracurium besylate neuromuscular blockade,rule,HIGH
ARDS_POI:02580,no-effect-on-duration-of-mechanical-ventilation,No effect on duration of mechanical ventilation,POI_outcome,,,,,D008686,C0199470,kg_nodes,23497608,1,,,,Mechanical ventilation,No effect on duration of mechanical ventilation,rule,HIGH
ARDS_POI:02581,no-effect-on-icu-acquired-weakness,No effect on ICU-acquired weakness,POI_outcome,,,,,D018497,C0751177,kg_nodes,23497608,1,,,,ICU-acquired weakness,No effect on ICU-acquired weakness,claude_api,HIGH
ARDS_POI:02582,extracorporeal-lung-assist-for-ards,Extracorporeal lung assist for ARDS,POI_disease,ECMO,Use of extracorporeal lung assist (ECLA) in the management of severe ARDS.,,DOID:11394,D012128,C0035222,robot_template_row,22948576,1,,,,Acute respiratory distress syndrome,Extracorporeal lung assist for ARDS,rule,HIGH
ARDS_POI:02583,ecla-use-during-ards,Extracorporeal lung assist (ECLA) during ARDS,POI_disease,,,,DOID:11394,D012128,C0035222,kg_nodes,22948576,1,,,,Acute respiratory distress syndrome,Extracorporeal lung assist (ECLA) during ARDS,rule,HIGH
ARDS_POI:02584,long-term-outcomes-ards-survivors,Long-term outcomes of ARDS survivors,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,22948576,1,,,,Acute respiratory distress syndrome,Long-term outcomes of ARDS survivors,rule,HIGH
ARDS_POI:02585,h1n1-influenza-ards,ARDS due to H1N1 influenza,POI_context,,,,DOID:11394,D006820,C0020362,kg_nodes,22948576,1,,,,Acute respiratory distress syndrome,ARDS due to H1N1 influenza,rule,HIGH
ARDS_POI:02586,recruitment-maneuvers-ards,Recruitment maneuvers in ARDS,POI_intervention,,,,,D000072601,C2936543,kg_nodes,11790648,1,,,,Lung recruitment maneuver,Recruitment maneuvers in ARDS,rule,HIGH
ARDS_POI:02587,no-short-term-oxygenation-benefit,No short-term oxygenation benefit,POI_outcome,,,,,D010100,C0242402,kg_nodes,11790648,1,,,,Oxygenation,No short-term oxygenation benefit,rule,HIGH
ARDS_POI:02588,redistribution-of-ventilation-perfusion,Redistribution of ventilation/perfusion,POI_mechanism,,,,,D014690,C0042926,kg_nodes,11790648,1,,,,Ventilation-Perfusion Ratio,Redistribution of ventilation/perfusion,claude_api,HIGH
ARDS_POI:02589,regional-alveolar-overdistension,Regional Alveolar Overdistension,POI_mechanism,biological-process,,,,D008171,,mechanism_node,11790648,1,,GO:0097553,,Alveolar overdistension,Regional Alveolar Overdistension,rule,HIGH
ARDS_POI:02590,limiting-plateau-pressure-during-mechanical-ventilation,Limiting plateau pressure during mechanical ventilation,POI_outcome,lung-protective-ventilation-strategy,Maintaining end-inspiratory plateau pressure (Pplat) below 35 cmH2O to prevent barotrauma in ARDS patients.,,DOID:11394,D012128,C0035222,robot_template_row,11967593,1,,,,Plateau pressure,Limiting plateau pressure during mechanical ventilation,rule,HIGH
ARDS_POI:02591,high-airway-pressure-barotrauma,High airway pressure leads to barotrauma,POI_mechanism,,,,,D001469,C0004760,kg_nodes,11967593,1,,,,Barotrauma,High airway pressure leads to barotrauma,rule,HIGH
ARDS_POI:02592,barotrauma-incidence-ards,Barotrauma incidence in ARDS,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,11967593,1,,,,Acute respiratory distress syndrome,Barotrauma incidence in ARDS,rule,HIGH
ARDS_POI:02593,plateau-pressure-limit,Limiting plateau pressure,POI_outcome,,,,,,C3714541,kg_nodes,11967593,1,,,,Plateau pressure,Limiting plateau pressure,rule,HIGH
ARDS_POI:02594,reduced-30d-mortality,Reduced 30-day mortality,POI_outcome,,,,,D008875,C0026769,kg_nodes,12897997,1,,,,Mortality,Reduced 30-day mortality,rule,HIGH
ARDS_POI:02595,extrinsic-peep-titration-optimal,Extrinsic PEEP titration to optimal level,POI_intervention,,,,,D010863,C0034084,kg_nodes,8636518,1,,,,PEEP titration,Extrinsic PEEP titration to optimal level,rule,HIGH
ARDS_POI:02596,inefficient-inspiratory-efforts-reduction,Reduction in inefficient inspiratory efforts,POI_outcome,,,,,D045666,C0231835,kg_nodes,8636518,1,,,,Reduction in inefficient inspiratory efforts,Reduction in inefficient inspiratory efforts,claude_api,MEDIUM
ARDS_POI:02597,copd-intrinsic-peep,COPD-related intrinsic PEEP,POI_mechanism,,,,,D010863,C0034084,kg_nodes,8636518,1,,,,Positive end-expiratory pressure,COPD-related intrinsic PEEP,rule,HIGH
ARDS_POI:02598,inefficient-inspiratory-efforts,Inefficient inspiratory efforts,POI_mechanism,,,,,D001944,C0004048,kg_nodes,8636518,1,,,,Inspiratory effort,Inefficient inspiratory efforts,claude_api,MEDIUM
ARDS_POI:02599,copd-acute-respiratory-failure,COPD with acute respiratory failure,POI_context,,,,DOID:0050741,D055640,C1548617,kg_nodes,8636518,1,,,,Chronic Obstructive Pulmonary Disease with Acute Respiratory Failure,COPD with acute respiratory failure,claude_api,HIGH
ARDS_POI:02600,extracorporeal-membrane-oxygenation,extracorporeal membrane oxygenation,POI_intervention,organ-support-therapy,Extracorporeal membrane oxygenation to support gas exchange in patients with acute lung injury due to H1N1 influenza.,ECMO,DOID:11394,D012128,C0035222,robot_template_row,23406535,1,,,,Extracorporeal membrane oxygenation,extracorporeal membrane oxygenation,rule,HIGH
ARDS_POI:02601,reduced-in-hospital-mortality-h1n1-ards,Reduced in-hospital mortality in H1N1-associated ARDS,POI_outcome,,,,DOID:11394,D008171,C0871468,kg_nodes,23406535,1,,,,Acute respiratory distress syndrome,Reduced in-hospital mortality in H1N1-associated ARDS,rule,HIGH
ARDS_POI:02602,acute-lung-injury-h1n1-influenza,Acute lung injury due to H1N1 influenza,POI_disease,,,,DOID:11394,D006523,C0272079,kg_nodes,23406535,1,,,,Acute lung injury,Acute lung injury due to H1N1 influenza,rule,HIGH
ARDS_POI:02603,peep-in-acute-lung-injury,PEEP in acute lung injury,POI_intervention,lung-protective-ventilation-strategy,Application of positive end-expiratory pressure (PEEP) in patients with acute lung injury to recruit collapsed alveoli and improve respiratory system mechanics.,,DOID:11394,D012128,C0035222,robot_template_row,7633703,1,,,,Positive end-expiratory pressure,PEEP in acute lung injury,rule,HIGH
ARDS_POI:02604,dependent-lung-atelectasis-ali,Dependent lung atelectasis in ALI,POI_mechanism,,,,DOID:9956,D001261,C0004144,kg_nodes,7633703,1,,GO:0097553,,Atelectasis,Dependent lung atelectasis in ALI,rule,HIGH
ARDS_POI:02605,improved-lung-mechanics-peep,Improved lung mechanics with PEEP,POI_outcome,,,,,D010863,C0034084,kg_nodes,7633703,1,,,,Positive end-expiratory pressure,Improved lung mechanics with PEEP,rule,HIGH
ARDS_POI:02606,hydrocortisone-treatment-in-sepsis-associated-ards,Hydrocortisone treatment in sepsis-associated ARDS,POI_disease,corticosteroid-treatment,Intravenous hydrocortisone 50mg every 6 hours in adults with sepsis-associated acute respiratory distress syndrome.,,DOID:11394,D012128,C0035222,robot_template_row,27741949,1,,,,Acute respiratory distress syndrome,Hydrocortisone treatment in sepsis-associated ARDS,rule,HIGH
ARDS_POI:02607,hydrocortisone-treatment-sepsis-ards,Hydrocortisone treatment in sepsis-associated ARDS,POI_disease,,,,DOID:11394,D012128,C0035222,kg_nodes,27741949,1,,,,Acute respiratory distress syndrome,Hydrocortisone treatment in sepsis-associated ARDS,rule,HIGH
ARDS_POI:02608,improved-pulmonary-physiology,Improved pulmonary physiology,POI_outcome,,,,,D008168,C0231921,kg_nodes,27741949,1,,GO:0007585,,Pulmonary function,Improved pulmonary physiology,claude_api,MEDIUM
ARDS_POI:02609,no-change-28d-mortality,No change in 28-day mortality,POI_outcome,,,,,D009026,C0026565,kg_nodes,27741949,1,,,,Mortality,No change in 28-day mortality,rule,HIGH
ARDS_POI:02610,increased-hyperglycemia,Increased hyperglycemia,POI_intervention,,,,DOID:4195,D006hyperglycemia,C0020456,kg_nodes,27741949,1,,,,Hyperglycemia,Increased hyperglycemia,claude_api,HIGH
ARDS_POI:02611,pulmonary-function-improvement-corticosteroids,Pulmonary Function Improvement Corticosteroids,POI_mechanism,biological-process,,,,D000305,C0001617,mechanism_node,27741949,1,CHEBI:50858,,,Corticosteroid therapy,Pulmonary Function Improvement Corticosteroids,rule,HIGH
ARDS_POI:02612,mortality-reduction-corticosteroids-sepsis-ards,Mortality Reduction Corticosteroids Sepsis Ards,POI_mechanism,biological-process,,,,D000305,C0001617,mechanism_node,27741949,1,CHEBI:50858,,,Corticosteroid therapy,Mortality Reduction Corticosteroids Sepsis Ards,rule,HIGH
ARDS_POI:02613,intensive-care-management-for-severe-covid-19,intensive care management for severe COVID-19,POI_disease,intensive-care-strategy,"ICU management including invasive mechanical ventilation, prone positioning, and ECMO for patients with severe COVID-19 requiring ICU admission.",,DOID:0080600,D000086382,C5203670,robot_template_row,32278670,1,,,,COVID-19,intensive care management for severe COVID-19,rule,HIGH
ARDS_POI:02614,intensive-care-management-covid-19,Intensive care management for severe COVID-19,POI_disease,,,,DOID:0080600,D000086382,C5203670,kg_nodes,32278670,1,,,,COVID-19,Intensive care management for severe COVID-19,rule,HIGH
ARDS_POI:02615,reduced-15d-icu-mortality,Reduced 15-day ICU mortality,POI_outcome,,,,,D009026,C0026565,kg_nodes,32278670,1,,,,Mortality,Reduced 15-day ICU mortality,rule,HIGH
ARDS_POI:02616,severe-covid-19-icu,Severe COVID-19 requiring ICU,POI_context,,,,DOID:0080600,D000086382,C5203670,kg_nodes,32278670,1,,,,COVID-19,Severe COVID-19 requiring ICU,rule,HIGH
ARDS_POI:02617,neurally-adjusted-ventilatory-assist-nava,neurally adjusted ventilatory assist (NAVA),POI_intervention,mechanical-ventilation-mode,Ventilation mode where assistance is provided in proportion to diaphragm electrical activity.,,,D053120,C0199926,robot_template_row,18629471,1,,,,neurally adjusted ventilatory assist,neurally adjusted ventilatory assist (NAVA),claude_api,HIGH
ARDS_POI:02618,nava-ventilation-mode,Neurally adjusted ventilatory assist (NAVA),POI_intervention,,,,,D053120,C0199926,kg_nodes,18629471,1,,,,Neurally Adjusted Ventilatory Assist,Neurally adjusted ventilatory assist (NAVA),claude_api,HIGH
ARDS_POI:02619,reduced-patient-ventilator-asynchrony,Reduced patient-ventilator asynchrony,POI_outcome,,,,,D000058,C0035696,kg_nodes,18629471|22406958,2,,,,Patient-ventilator asynchrony,Reduced patient-ventilator asynchrony,claude_api,HIGH
ARDS_POI:02620,prevention-of-over-assistance,Prevention of over-assistance,POI_mechanism,,,,,,,kg_nodes,18629471,1,,,,Prevention of over-assistance,Prevention of over-assistance,claude_api,LOW
ARDS_POI:02621,patient-ventilator-asynchrony-avoidance,Patient Ventilator Asynchrony Avoidance,POI_mechanism,biological-process,,,,D000074263,C4274925,mechanism_node,18629471,1,,,,ventilator asynchrony,Patient Ventilator Asynchrony Avoidance,claude_api,HIGH
ARDS_POI:02622,over-assistance-prevention,Over Assistance Prevention,POI_mechanism,biological-process,,,,D000067947,C0150866,mechanism_node,18629471,1,,,,Fall Prevention,Over Assistance Prevention,claude_api,MEDIUM
ARDS_POI:02623,improved-outcome,Improved outcome,POI_outcome,,,,,D000067,C0087113,kg_nodes,21424246,1,,,,Treatment Outcome,Improved outcome,claude_api,MEDIUM
ARDS_POI:02624,postoperative,Postoperative context,POI_context,,,,,D011183,C0032790,kg_nodes,21424246,1,,,,Postoperative Period,Postoperative context,claude_api,HIGH
ARDS_POI:02625,dedicated-niv-ventilators,Dedicated NIV ventilators,POI_intervention,noninvasive-ventilation-device,"Ventilators designed specifically for noninvasive ventilation, providing better patient-ventilator synchrony than ICU and transport ventilators.",,,D000076142,C1997883,robot_template_row,22406958,1,,,,Non-invasive ventilation,Dedicated NIV ventilators,rule,HIGH
ARDS_POI:02626,niv-algorithm-compensation,NIV algorithm compensation,POI_mechanism,,,,,D000076142,C1997883,kg_nodes,22406958,1,,,,Non-invasive ventilation,NIV algorithm compensation,rule,HIGH
ARDS_POI:02627,reduced-auto-triggering,Reduced auto-triggering,POI_outcome,,,,,D054810,C0556623,kg_nodes,22406958,1,,,,Autotriggering,Reduced auto-triggering,claude_api,MEDIUM
ARDS_POI:02628,auto-triggering,Auto Triggering,POI_mechanism,biological-process,,,,D000544,C0005148,mechanism_node,22406958,1,,,,Autotriggering,Auto Triggering,claude_api,MEDIUM
ARDS_POI:02629,delayed-cycling,Delayed Cycling,POI_mechanism,biological-process,,,,,,mechanism_node,22406958,1,,,,Delayed Cycling,Delayed Cycling,claude_api,LOW
ARDS_POI:02630,inspiratory-leak-compensation,Inspiratory Leak Compensation,POI_mechanism,biological-process,,,,D000070329,C4082124,mechanism_node,22406958,1,,,,Inspiratory Leak Compensation,Inspiratory Leak Compensation,claude_api,MEDIUM
ARDS_POI:02631,expiratory-leak-compensation,Expiratory Leak Compensation,POI_mechanism,biological-process,,,,,C4042987,mechanism_node,22406958,1,,,,Expiratory Leak Compensation,Expiratory Leak Compensation,claude_api,MEDIUM
ARDS_POI:02632,recruitment-maneuvers-during-endotracheal-suctioning,Recruitment maneuvers during endotracheal suctioning,POI_intervention,recruitment-maneuver,Performing alveolar recruitment maneuvers (40 cmH2O pressure-supported breaths) during endotracheal suctioning to prevent suctioning-induced alveolar derecruitment in acute lung injury.,,DOID:11394,D012128,C0035222,robot_template_row,12615633,1,,,,Lung recruitment maneuver,Recruitment maneuvers during endotracheal suctioning,rule,HIGH
ARDS_POI:02633,alveolar-recruitment-pressure-support,Alveolar recruitment with pressure support,POI_mechanism,,,,,D000072601,,kg_nodes,12615633,1,,GO:0045087,,Alveolar recruitment,Alveolar recruitment with pressure support,rule,HIGH
ARDS_POI:02634,reduced-alveolar-derecruitment-suctioning,Reduced alveolar derecruitment during suctioning,POI_outcome,,,,,D055371,C1550593,kg_nodes,12615633,1,,,,alveolar derecruitment,Reduced alveolar derecruitment during suctioning,claude_api,HIGH
ARDS_POI:02635,dependent-lung-atelectasis-suctioning,Dependent lung atelectasis from suctioning,POI_mechanism,,,,DOID:9956,D001261,C0004144,kg_nodes,12615633,1,,GO:0097553,,Atelectasis,Dependent lung atelectasis from suctioning,rule,HIGH
ARDS_POI:02636,early-predictors-of-mechanical-ventilation-in-guillain-barr-syndrome,early predictors of mechanical ventilation in Guillain-Barré syndrome,POI_prediction,prediction-model,"Multivariate model identifying 6 early predictors (time to admission <7d, inability to cough/stand/lift elbows or head, liver enzyme increases) that identify Guillain-Barré patients at high risk of requiring mechanical ventilation.",,,D006111,C0342863,robot_template_row,12545029,1,,,,Mechanical ventilation,early predictors of mechanical ventilation in Guillain-Barré syndrome,rule,HIGH
ARDS_POI:02637,early-predictors-respiratory-failure-guillain-barre,Early predictors of respiratory failure in Guillain-Barré,POI_mechanism,,,,DOID:11162,D012131,C0035229,kg_nodes,12545029,1,,,,Respiratory failure,Early predictors of respiratory failure in Guillain-Barré,claude_api,HIGH
ARDS_POI:02638,close-monitoring-early-ventilation-guillain-barre,Close monitoring and early ventilation for high-risk Guillain-Barré,POI_intervention,,,,DOID:6993,D016920,C0018528,kg_nodes,12545029,1,,,,Guillain-Barré syndrome,Close monitoring and early ventilation for high-risk Guillain-Barré,claude_api,HIGH
ARDS_POI:02639,respiratory-muscle-weakness-guillain-barre,Respiratory muscle weakness in Guillain-Barré syndrome,POI_mechanism,,,,DOID:0050638,D012131,C0235764,kg_nodes,12545029,1,,,,Respiratory muscle weakness,Respiratory muscle weakness in Guillain-Barré syndrome,claude_api,HIGH
ARDS_POI:02640,respiratory-failure-guillain-barre,Respiratory failure in Guillain-Barré syndrome,POI_outcome,,,,DOID:11162,D006111,C0342863,kg_nodes,12545029,1,,,,Respiratory failure,Respiratory failure in Guillain-Barré syndrome,claude_api,HIGH
ARDS_POI:02641,guillain-barre-syndrome,Guillain-Barré syndrome,POI_context,,,,DOID:5399,D006111,C0342863,kg_nodes,12545029,1,,,,Guillain-Barré Syndrome,Guillain-Barré syndrome,claude_api,HIGH
ARDS_POI:02642,covid-19-critical-illness,Critically ill COVID-19,POI_disease,,,,DOID:0080600,D015424,C1708140,kg_nodes,32410714,1,,,,COVID-19,Critically ill COVID-19,rule,HIGH
ARDS_POI:02643,cardiac-injury,Cardiac injury,POI_outcome,,,,DOID:3393,D009205,C0027051,kg_nodes,32410714,1,,,,Myocardial Injury,Cardiac injury,claude_api,HIGH
ARDS_POI:02644,lymphocytopenia,Lymphocytopenia,POI_outcome,,,,DOID:614,http://purl.bioontology.org/ontology/MESH/D008231,C0024142,kg_nodes,32410714,1,,,MONDO:0003783,Lymphocytopenia,Lymphocytopenia,claude_api,HIGH
ARDS_POI:02645,body-mass-index,Body mass index,POI_population,clinical-characteristic,Body mass index as a prognostic factor in acute respiratory distress syndrome.,,DOID:11394,D012128,C0035222,robot_template_row,28222804,1,,,,Body Mass Index,Body mass index,claude_api,HIGH
ARDS_POI:02646,underweight-bmi,Underweight BMI,POI_intervention,,,,,D013851,C0020620,kg_nodes,28222804,1,,,,Underweight,Underweight BMI,claude_api,HIGH
ARDS_POI:02647,obesity-bmi,Obesity BMI,POI_population,,,,,D009765,C0028754,kg_nodes,28222804,1,,,,Obese patients,Obesity BMI,rule,HIGH
ARDS_POI:02648,morbid-obesity-bmi,Morbid obesity BMI,POI_population,,,,,D009765,C0028754,kg_nodes,28222804,1,,,,Obese patients,Morbid obesity BMI,rule,HIGH
ARDS_POI:02649,increased-ventilator-free-days-ards,Increased ventilator-free days in ARDS,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,28222804,1,,,,Acute respiratory distress syndrome,Increased ventilator-free days in ARDS,rule,HIGH
ARDS_POI:02650,gas-exchange-support-ecls,Gas exchange support with ECLS,POI_mechanism,,,,,D015199,C0014501,kg_nodes,33140180,1,,,,Extracorporeal life support,Gas exchange support with ECLS,claude_api,HIGH
ARDS_POI:02651,blood-oxygenation-ecmo,Blood oxygenation with ECMO,POI_mechanism,,,,,D015199,C0015357,kg_nodes,33140180,1,,,,Extracorporeal membrane oxygenation,Blood oxygenation with ECMO,rule,HIGH
ARDS_POI:02652,co2-elimination-ecco2r,CO2 elimination with ECCO2R,POI_mechanism,,,,,D018570,C0162285,kg_nodes,33140180,1,,,,extracorporeal carbon dioxide removal,CO2 elimination with ECCO2R,claude_api,HIGH
ARDS_POI:02653,lung-protective-ventilation-facilitation-ecco2r,Facilitation of lung-protective ventilation with ECCO2R,POI_mechanism,,,,,D008686,C1960562,kg_nodes,33140180,1,,,,Low tidal volume ventilation,Facilitation of lung-protective ventilation with ECCO2R,rule,HIGH
ARDS_POI:02654,extracorporeal-carbon-dioxide-removal,Extracorporeal carbon dioxide removal,POI_intervention,,,,,D018450,C0162488,kg_nodes,33140180,1,,,,Extracorporeal carbon dioxide removal,Extracorporeal carbon dioxide removal,claude_api,HIGH
ARDS_POI:02655,pulmonary-vascular-dysfunction,pulmonary vascular dysfunction,POI_mechanism,pulmonary-vascular-disease,Elevation in pulmonary artery pressure and pulmonary vascular resistance in the setting of acute lung injury.,,DOID:11394,D012128,C0035222,robot_template_row,20558628,1,,,,Pulmonary Vascular Diseases,pulmonary vascular dysfunction,claude_api,HIGH
ARDS_POI:02656,elevated-pulmonary-artery-pressure,Elevated pulmonary artery pressure,POI_mechanism,,,,DOID:6432,D006801,C0020542,kg_nodes,20558628,1,,,,Pulmonary Hypertension,Elevated pulmonary artery pressure,claude_api,HIGH
ARDS_POI:02657,increased-right-ventricular-afterload,Increased right ventricular afterload,POI_mechanism,,,,,D058627,C0428883,kg_nodes,20558628,1,,,,Right ventricular afterload,Increased right ventricular afterload,claude_api,HIGH
ARDS_POI:02658,increased-60d-mortality-ali,Increased 60-day mortality in ALI,POI_outcome,,,,,D012128,C0035222,kg_nodes,20558628,1,,,,Mortality,Increased 60-day mortality in ALI,rule,HIGH
ARDS_POI:02659,reduced-ventilator-icu-free-days-ali,Reduced ventilator- and ICU-free days in ALI,POI_outcome,,,,,D018570,C0439626,kg_nodes,20558628,1,,,,ventilator-free days,Reduced ventilator- and ICU-free days in ALI,claude_api,HIGH
ARDS_POI:02660,awake-prone-positioning-with-hfno,awake prone positioning with HFNO,POI_intervention,ventilation-adjunct-therapy,Prone positioning while awake as an adjunct to high-flow nasal oxygen therapy in COVID-19 patients with acute respiratory failure.,awake-PP,DOID:11394,D012128,C0035222,robot_template_row,33023669,1,,,,Prone positioning,awake prone positioning with HFNO,rule,HIGH
ARDS_POI:02661,awake-prone-positioning-hfno,Awake prone positioning + HFNO,POI_intervention,,,,,D056152,C0150119,kg_nodes,33023669,1,,,,Prone positioning,Awake prone positioning + HFNO,rule,HIGH
ARDS_POI:02662,no-reduction-intubation-risk,No reduction in intubation risk,POI_outcome,,,,,D007442,C0021925,kg_nodes,33023669,1,,,,Endotracheal intubation,No reduction in intubation risk,rule,HIGH
ARDS_POI:02663,delayed-intubation-timing,Delayed intubation timing,POI_outcome,,,,,D007442,C0021925,kg_nodes,33023669,1,,,,Endotracheal intubation,Delayed intubation timing,rule,HIGH
ARDS_POI:02664,covid-19-acute-respiratory-failure,COVID-19 acute respiratory failure,POI_population,,,,DOID:0080600,D011654,C0013128,kg_nodes,33023669,1,,,,COVID-19,COVID-19 acute respiratory failure,rule,HIGH
ARDS_POI:02665,hfno-treatment,High-flow nasal oxygen therapy,POI_intervention,,,,,D000066829,C4042833,kg_nodes,33023669,1,,,,High-flow nasal cannula oxygen therapy,High-flow nasal oxygen therapy,rule,HIGH
ARDS_POI:02666,ards-condition,Acute respiratory distress syndrome,POI_disease,,,,DOID:11394,D012128,C0035222,kg_nodes,10501746,1,,,MONDO:0100130,Acute respiratory distress syndrome,Acute respiratory distress syndrome,rule,HIGH
ARDS_POI:02667,unilateral-lung-injury,Unilateral lung injury,POI_intervention,,,,DOID:2055,D055370,C0848754,kg_nodes,10501746,1,,,,Unilateral Lung Injury,Unilateral lung injury,claude_api,HIGH
ARDS_POI:02668,reduced-mortality-vs-ards,Reduced mortality compared to ARDS,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,10501746,1,,,,Acute respiratory distress syndrome,Reduced mortality compared to ARDS,rule,HIGH
ARDS_POI:02669,hypoxemic-ventilated-patients,Hypoxemic ventilated patients,POI_population,,,,DOID:12417,D000860,C0020672,kg_nodes,10501746,1,,,,Hypoxemia,Hypoxemic ventilated patients,claude_api,HIGH
ARDS_POI:02670,aspirin-for-ards-prevention,Aspirin for ARDS prevention,POI_disease,pharmacologic-intervention,"Administration of aspirin, 325-mg loading dose followed by 81 mg/day, initiated within 24 hours of ED presentation and continued to hospital day 7, discharge, or death.",,DOID:11394,D012128,C0035222,robot_template_row,27179988,1,,,,Acute respiratory distress syndrome,Aspirin for ARDS prevention,rule,HIGH
ARDS_POI:02671,aspirin-administration,Aspirin administration,POI_intervention,,,,,D001241,C0004057,kg_nodes,27179988,1,CHEBI:15365,,,Aspirin administration,Aspirin administration,claude_api,HIGH
ARDS_POI:02672,reduced-ards-incidence-7d,Reduced ARDS incidence at 7 days,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,27179988,1,,,,Acute respiratory distress syndrome,Reduced ARDS incidence at 7 days,rule,HIGH
ARDS_POI:02673,ards-risk-ed-population,ARDS risk population in ED,POI_population,,,,DOID:11394,D012128,C0035222,kg_nodes,27179988,1,,,,Acute respiratory distress syndrome,ARDS risk population in ED,rule,HIGH
ARDS_POI:02674,adoption-of-low-tidal-volume-ventilation,Adoption of low tidal volume ventilation,POI_outcome,,,,,D008686,C1960562,kg_nodes,12574072,1,,,,Low tidal volume ventilation,Adoption of low tidal volume ventilation,rule,HIGH
ARDS_POI:02675,thoracic-surgery-context,Thoracic surgery context,POI_context,,,,,D013908,C0039978,kg_nodes,12574072,1,,,,Thoracic Surgery,Thoracic surgery context,claude_api,HIGH
ARDS_POI:02676,cellular-repair-mechanisms-in-ventilator-associated-lung-injury,cellular repair mechanisms in ventilator-associated lung injury,POI_mechanism,lung-protective-ventilation-strategy,Alveolar epithelial and endothelial cells possess repair and remodeling mechanisms that can protect against mechanical stretch-induced injury and inflammation in ventilator-associated lung injury.,,DOID:11394,D012128,C0035222,robot_template_row,15695492,1,,GO:0006281,,cellular repair mechanisms,cellular repair mechanisms in ventilator-associated lung injury,claude_api,MEDIUM
ARDS_POI:02677,alveolar-epithelial-barrier-disruption,Alveolar epithelial barrier disruption,POI_mechanism,,,,,D055032,C1144577,kg_nodes,15695492,1,,GO:0001667,,Alveolar Epithelial Barrier Dysfunction,Alveolar epithelial barrier disruption,claude_api,HIGH
ARDS_POI:02678,endothelial-barrier-dysfunction,Endothelial barrier dysfunction,POI_mechanism,,,,,D004730,C0151468,kg_nodes,15695492,1,,GO:0034765,,Endothelial Permeability,Endothelial barrier dysfunction,claude_api,HIGH
ARDS_POI:02679,proinflammatory-signaling-cascades,Proinflammatory signaling cascades,POI_mechanism,,,,,D007249,C0021368,kg_nodes,15695492,1,,GO:0006954,,Inflammatory response,Proinflammatory signaling cascades,rule,HIGH
ARDS_POI:02680,alveolar-cell-repair-mechanisms,Alveolar cell repair mechanisms,POI_mechanism,,,,,D020545,C1293110,kg_nodes,15695492,1,,GO:0001763,,Alveolar epithelial cell repair,Alveolar cell repair mechanisms,claude_api,HIGH
ARDS_POI:02681,ventilator-associated-lung-injury-prevention,Prevention of ventilator-associated lung injury,POI_outcome,,,,DOID:0050858,D055370,C2363321,kg_nodes,15695492,1,,,,Ventilator-Induced Lung Injury prevention,Prevention of ventilator-associated lung injury,claude_api,HIGH
ARDS_POI:02682,multiple-organ-failure,Multiple organ failure,POI_mechanism,,,,SYMP:0000724,http://purl.bioontology.org/ontology/MESH/D009102,C0026776,kg_nodes,32255382,1,,,,Organ failure,Multiple organ failure,rule,HIGH
ARDS_POI:02683,mortality-covid-19-pneumonia,Mortality due to COVID-19 pneumonia,POI_outcome,,,,DOID:552,D011014,C0032285,kg_nodes,32255382,1,,,,Pneumonia,Mortality due to COVID-19 pneumonia,rule,HIGH
ARDS_POI:02684,longer-survival,Longer survival,POI_outcome,,,,,D015996,C0038952,kg_nodes,32255382,1,,,,Survival,Longer survival,claude_api,HIGH
ARDS_POI:02685,e-pre-deliric-model,E-PRE-DELIRIC model,POI_intervention,delirium-prediction-model,"Prediction model for delirium risk at ICU admission based on 9 factors: age, history of cognitive impairment, alcohol abuse, blood urea nitrogen, admission category, urgent admission, mean arterial pressure, corticosteroid use, and respiratory failure.",,,D003693,C0011581,robot_template_row,25894620,1,,,,E-PRE-DELIRIC model,E-PRE-DELIRIC model,claude_api,LOW
